Abundance,SAMN00045227,SAMN00083009,SAMN00037274,SAMN00040800,SAMN00036649,SAMN00039351,SAMN00034694,SAMN00088343,SAMN00041005,SAMN00037971,SAMN00042702,SAMN00036351,SAMN00032571,SAMN00068173,SAMN00081451,SAMN00038321,SAMN00070934,SAMN00038409,SAMN00043931,SAMN00045483,SAMN00038172,SAMN00032739,SAMN00043289,SAMN00032521,SAMN00037735,SAMN00087897,SAMN00067053,SAMN00041128,SAMN00084528,SAMN00070004,SAMN00037108,SAMN00067023,SAMN00040903,SAMN00043166,SAMN00045293,SAMN00065013,SAMN00039645,SAMN00038465,SAMN00038525,SAMN00077726,SAMN00036435,SAMN00044744,SAMN00045350,SAMN00044394,SAMN00038651,SAMN00041546,SAMN00039569,SAMN00068879,SAMN00071040,SAMN00074599,SAMN00070761,SAMN00069721,SAMN00037236,SAMN00032966,SAMN00040035,SAMN00070431,SAMN00077487,SAMN00040286,SAMN00045047,SAMN00038207,SAMN00041451,SAMN00034376,SAMN00085565,SAMN00033491,SAMN00043355,SAMN00045189,SAMN00034905,SAMN00042087,SAMN00039874,SAMN00032708,SAMN00038919,SAMN00040248,SAMN00037553,SAMN00040599,SAMN00045132,SAMN00069968,SAMN00037178,SAMN00035018,SAMN00036283,SAMN00036482,SAMN00036408,SAMN00037000,SAMN00032498,SAMN00032842,SAMN00036796,SAMN00073223,SAMN00063010,SAMN00045843,SAMN00076528,SAMN00037713,SAMN00044564,SAMN00037072,SAMN00035831,SAMN00034433,SAMN00038739,SAMN00035453,SAMN00072706,SAMN00076268,SAMN00032889,SAMN00074965,SAMN00035677,SAMN00072036,SAMN00083300,SAMN00034120,SAMN00037485,SAMN00032676,SAMN00041186,SAMN00035505,SAMN00078779,SAMN00069909,SAMN00033023,SAMN00039531,SAMN00073407,SAMN00036587,SAMN00035169,SAMN00035531,SAMN00043827,SAMN00037803,SAMN00039793,SAMN00073344,SAMN00040819,SAMN00065722,SAMN00083581,SAMN00039039,SAMN00070308,SAMN00034739,SAMN00063420,SAMN00062293,SAMN00036197,SAMN00069173,SAMN00037313,SAMN00063710,SAMN00044801,SAMN00036881,SAMN00040615,SAMN00062637,SAMN00040202,SAMN00040379,SAMN00037421,SAMN00040485
t__SGB4687,0.00256,0,0,0.0018,0,0,0,0,0,0,0,0.02739,0,0,0.08849,0,0,0.00608,0.01857,0,0,0.00187,0,0,0,0,0,0,0,0.00476,0,0,0.00408,0,0,0,0,0,0,0,0,0,0,0,0,0.00608,0,0,0,0,0,0,0,0,0.00342,0,0.02007,0,0,0,0.00371,0,0,0,0,0,0.01307,0,0.03904,0,0,0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0,0,0,0,0.01556,0,0,0,0,0.0138,0,0,0,0,0,0.0022,0,0,0,0.01919,0,0.00073,0,0,0.04465,0,0,0,0.01298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0
t__SGB15452,0.00252,0.04458,0.01025,0.00265,0.02217,0,0.00443,0.01403,0.00575,0.00853,0.01035,0.05596,0,0.01955,0,0.13553,0.00779,0,0,0,0.00304,0,0.10671,0.01236,0.00331,0.00252,0.00241,0.26566,0.00687,0.01502,0.00993,0.00724,0.05263,0.00381,0,0.0103,0.11659,0,0.00217,0.06414,0.02301,0.06404,0.08987,0.00216,0.07887,0,0.00488,0.03187,0.00843,0.00402,0.10185,0.05999,0.05321,0.00301,0.02616,0.12876,0.27729,0.14862,0,0.02592,0.0033,0.01542,0,0.02207,0.12325,0.00454,0.04548,0,0,0.01355,0.00034,0.03519,0,0.03284,0.09279,0.00052,0.10502,0.0174,0.16929,0,0,0.08728,0,0.01041,0,0.0309,0.00375,0.01561,0.10691,0,0.035,0.06802,0.00267,0,0,0.06052,0.00756,0,0,0,0.20547,0.00521,0.12896,0,0.09772,0.06116,0.00173,0.31203,0,0.01501,0.00602,0.00911,0.1069,0.02235,0.03992,0,0,0,0.08104,0,0.06662,0.0029,0.01917,0,0,0.00148,0.16793,0,0,0.00443,0.01549,0.02109,0.00258,0.05303,0.01344,0.00462,0.01406,0.02327,0,0.00964
t__SGB14991,0.00245,0.02749,0,0,0.03006,0,0.00888,0,0,0,0.00019,0.09465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717,0.00118,0.00271,0,0,0.01269,0,0,0,0,0,0,0.08759,0,0,0,0,0.0033,0.00234,0,0,0,0,0.03889,0,0,0,0.02786,0,0,0,0,0,0,0,0,0,0,0,0,0.00257,0,0.00396,0,0,0,0,0,0,0,0,0.06011,0,0,0,0,0,0,0.03483,0,0,0.01979,0,0,0,0.0566,0,0,0,0,0,0,0,0,0,0.0048,0,0,0.01473,0,0,0,0.00933,0,0.07249,0,0,0,0.01179,0,0,0,0,0,0,0,0,0,0.01808,0,0,0,0.00257,0.07783,0.07381,0,0.00152,0.02959,0,0
t__SGB15403,0.00231,0,0,0.01458,0,0,0.00588,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288,0.02811,0,0,0,0,0,0,0.04399,0,0,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992,0,0,0,0,0,0,0,0,0.04443,0,0,0,0.0428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01351,0,0,0,0,0,0,0.00281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02048,0
t__SGB6939,0.00231,0,0,0.00703,0,0,0,0,0,0.00851,0,0.00255,0.02036,0.00537,0,0,0.01191,0,0,0,0,0.0244,0,0,0,0,0,0,0,0,0.00203,0.02681,0,0.01317,0,0.00137,0,0,0.00826,0.0009,0,0.01722,0.00027,0,0,0,0,0,0.00247,0.01223,0,0,0,0.0024,0,0.01591,0,0,0.00141,0.00243,0.00599,0,0.00929,0.02587,0.00395,0,0,0.0004,0,0.00486,0,0.00051,0.00125,0.00027,0.00489,0,0,0.0043,0,0.02111,0,9e-05,0.00042,0,0.86499,0,0,0,0.00044,0,0.00283,0.0064,0,0,0,0,0,0,0,0.18917,0,0.00156,0,0.03013,0,0,0,0,0.00683,0,0,0.00237,0,0,0.00086,0,0,0,0.01118,0,0,0,0,0.00197,0,0,0,0.03119,0,0.03113,0.00227,4.38281,0,0.00414,0.00233,0,0.02148,0,0,0
t__SGB53461,0.00228,0,0,0,0,0,0.05537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514,0,0,0,0,0,0.02926,0,0,0,0.03528,0,0,0,0,0,0.00114,0,0,0,0.03429,0,0,0,0,0,0,0,0,0,0,0,0.00961,0,0,0,0,0,0,0,0,0,0,0,0,0.12018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306,0,0,0,0,0,0,0,0,0,0,0,0.01399,0.00234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657,0,0,0.02386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873,0
t__SGB4577,0.00209,0.08417,0,0.00539,0.09656,0,0.20308,0.0127,0.00843,0,0.00473,0.20273,0.01038,0.13977,0.11897,0.02224,0.01614,0.0284,0.08923,0.02294,0.05536,0.01146,0.24336,0.00423,0.05669,0.23704,0.01455,0.08542,0.04188,0.05551,0.0115,0.0199,0.03134,0.01718,0.02571,0.00666,0.11,0,0.04688,0,0,0.03747,0.38571,0,0.12687,0.40165,0.03678,0.04639,0.02962,0,0.13801,0.53136,0,0.03265,0.08444,0.49381,0.06645,0.14826,0,0.0097,0.08146,0.03325,0,0.34233,0.02838,0,0.02952,0.32065,0.19304,0.01148,0.04162,0.04631,0.02416,0,0.00159,0.28597,0.01471,0.11213,0.13726,0.06167,0.04684,0.17623,0,0.00995,0.33133,0.22646,0.03785,0.00247,0.0487,0.07427,0.02044,0.08139,0.0956,0,0,0.1259,0.2401,0.03685,0,0.57597,0.135,0,0.25896,0,0.03641,0.08829,0.00016,0.21957,0.04557,0,0.0875,0.04061,0.02579,0,0.11493,0,0.01491,0,0.051,0,0.00783,0.51025,0,0.01974,0,0.00229,0.1232,0.06975,0.12339,0.01096,0.00595,0.02261,0.00717,0.02949,0.01621,0,0.01812,0.20326,0.1214,0.02035
t__SGB63369,0.00197,0.0014,0,0.0029,0,0,0,0,0,0,0.00405,0.01026,0.00976,0.01005,0.00607,0.00217,0.0055,0,0,0,0.00515,0,0,0.00381,0,0,0.0077,0,0.00394,0,0,0.00063,0,0,0.00113,0.00128,0.03505,0.01101,0,0,0,0,0,0,0,0,0,0,0,0.02283,0,0,0,0.00727,0,0.00412,0,0,0,0,0,0,0,0,0.00207,0,0,0,0,0,0,0.00378,0.00119,0.01,0,0.0054,0.00106,0,0.0015,0.00491,0,0.00068,0,0.00201,0,0,0,0.00945,0,0,0,0,0,0,0.01345,0,0.0011,0.0025,0,0,0.0009,0,0,0,0,0,0,0.01563,0,0,0,0,0.00083,0,0.00255,0,0.0053,0,0,0.00218,0,0,0,0.00101,0.00147,0,0,0,0.005,0,0,0,0.00108,0,0.00057,0.00424,0,0.00061,0,0
t__SGB4725,0.00195,0.0027,0,0,0,0,0,0,0,0,0,0.00404,0,0,0,0,0,0,0.00173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393,0,0,0,0.0024,0.00171,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0.00045,0.00638,0.07479,0,0,0.02709,0.00454,0,0.00099,0,0,0,0,0.00765,0,0,0,0,0.04526,0,0.00031,0,0.00038,0,0.00547,0,0,0,0,0,0,0,0,0.01951,0.00067,0,0,0,0,0,0,0.00061,0,0,0,0,0.02897,0,0,0,0,0,0,0,0,0,0,0,0.00388,0.00695,0,0,0,0,0,0.00194,0,0,0,0.01121,0,0,0,0,0,0,0,0,0
t__SGB1813,0.00137,0.0023,0.00017,0,0.00562,0.00204,0.00592,0.00153,0,0.00609,0.00141,0.00071,0.00041,0.00032,0.00084,0.00257,0.00155,0.00336,0.00577,0,0.00353,0,0.00035,0.00205,6e-05,0.00068,0,0.00807,0.00349,0.00061,0.02013,0.00372,0.00212,0,0.00223,0.00203,0.00202,0.00125,0.00011,0.00178,0,0.00048,0.00188,0.00904,0.00037,0,0.00022,0.00147,0.00011,0.00698,0.0009,0.00021,0.00033,0.00212,0.00088,0.00068,0.00185,0.00501,0.01027,0.00474,0.0047,0.00386,0.0049,0.00142,0.00782,0.0037,0.32836,0.00401,0.43777,0.00017,0.01004,0.00138,0,0.00239,0.04095,0,0.00106,0.01139,0.00081,0.00646,0.00667,0,0.00067,0.00393,0.0044,0.00443,0.00303,0.00651,0.00654,0.00021,0,0.00175,0.00223,0.01213,0.00142,0.00049,0,0.00806,0,0,0,0.00541,0.00045,0.00653,0,0.00378,0.00226,0,0.00521,0.00329,0.00269,0,0.00252,0.00873,0,0.00125,0.00098,0,0.00429,0.00035,8e-05,0.00305,0.00259,0.00642,0.00501,0.00085,0,0.00126,0,0.0044,0,0.01393,0.00361,0,0.00087,0.0006,0.01106,0.00435,0,0.00385
t__SGB15209,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1860,0.00133,2.42838,0.72178,0,0.00019,0.00161,0,0.6652,0.00895,0.00277,0.00123,1.30666,0.00031,2.42866,18.26963,0.00038,2.84697,0,0.00656,0,0.00433,0,0,0.00089,0,0.00157,0,0,0.00118,1.07091,0.00474,2.85512,0.00011,0,0.00537,0.00217,0,0.00883,0.90708,0.01844,0,0.00768,0.00022,0,0.96837,0.00046,0.00163,0.00129,0,0,0,0,0,0.00147,0.00498,0,0.00472,0.00079,0,0.00538,0.00061,0,0,0,0.0015,0,0.00065,0,0,0.00371,0.00253,0,2.96797,0.00011,0.00016,0.00014,0.00159,3.05649,0,0,0,0,0,0.00376,0.00201,0.00367,0.01464,0.00127,0.0081,0,0.02269,0.00299,0.00538,0.00361,0.00169,0,0.00049,0.01025,0,0,0,0.33058,0,0,0.00561,0,0.00036,1.76569,0.00175,0,0.00354,0,2.74195,0.00488,0.08645,0,0.00084,0.04659,0.00584,16.06146,0,0.00809,0.00037,0.0013,0,1.5319,0,0.00283,0,3.52458,0.00292,0,0,0,0.00032,0,0.00541,1.18544,0,0
t__SGB4674,0.0013,0,0.00844,0,0,0,0.01645,0,0,0,0.0191,0,0,0,0.06243,0,0.04667,0,0,0,0.00202,0,0,0.01545,0,0,0,0,0.03692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,0,0.04108,0,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02307,0,0.01089,0,0.00661,0,0,0,0,0,0.01591,0,0,0,0.00135,0,0,0,0,0.03019,0,0,0,0,0,0,0.00735,0,0,0.38371,0,0,0,0,0.08124,0,0,0,0.02561,0,0.03536,0,0,0,0,0,0,0,0,0.01421,0,0,0,0,0,0.03699,0,0,0,0,0,0,0,0,0,0,0
t__SGB14929,0.00123,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0,0,0,0,0.07187,0,0.01671,0,0,0,0,0,0,0,0,0.03931,0.00352,0.00145,0,0,0,0.00074,0,0,0,0,0.0248,0,0,0,0.13009,0,0,0,0,0,0,0,0,0.01107,0,0,0,0,0,0.00995,0,0,0,0,0,0,0.00527,0.01567,0.00099,0.02602,0,0,0,0,0,0,0,0.0037,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01019,0,0,0,0,0,0,0,0,0,0,0,0,0.02591,0,0,0,0.04143,0,0,0,0,0,0.00073,0.01517,0,0,0,0,0,0.08153,0,0,0
t__SGB4727,0.00114,0.0089,0,0,0.0002,0,0,0,0,0,0.00183,0.00051,0,0,0,0,0,0,0,0,0,0.00117,0,0.00229,0.00803,0,0,0,0,0,0,0,0,0,0,0,0.00125,0,0,0,0,0,0.00055,0,0,0.00255,0,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01885,0,0,0,0,0,0.00191,0,0,0,0,0.0002,0.00293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419,0,0,0,0,0,0.01285,0,0,0,0,0.00182,0,0,0,0,0,0,0,0.00122,0,0.00776,0,0,0,0.00069,0,0,0,0,0,0.02892,0,0,0,0,0,0,0,0.00292,0,0,0,0,0,0,0,0,0,0,0
t__SGB63238,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4121,0.00094,0.02988,0,0,0,0,0,0,0,0,0.01212,0.18334,0,0.00429,0.00416,0.01684,0,0.03008,0.19782,0.00161,0.00627,0.01393,0,0.01981,0.04595,0.14658,0.01329,0.11577,0.0337,0,0.00662,0,0,0.0138,0.01825,0,0,0.00329,0,0.08691,0.22273,0,0,0,0,0.10991,0,0,0,0.00208,0,0,0.00511,0,0,0,0.88298,0,0,0,0.07258,0.00568,0.00501,0,0.01391,0.00086,0,0.00386,0.06291,0,0,0.00842,0.00434,0,0,0,0,0.00615,0.165,0.12443,0,0.03575,0,0,0.13018,0.17373,0.00164,0.01189,0.06796,0.06906,0.02736,0.00892,0.01408,0,0.14723,0,0.03986,0,0.02285,0.06613,0.23816,0,0.0731,0,0,0.01482,0,0.16735,0,0,0.07454,0,0.03606,0.0157,0.14216,0.00583,0,0,0.00635,0.04963,0.2748,0.02427,0,0,0,0,0,0.01616,0.14309,0.00661,0.03557,0.0478,0.00493,0,0,0.06844,0.00958,0.00565,0.0114,0
t__SGB4811,0.00094,0.0294,0,0,0.0517,0,0.01315,0.02538,0,0,0.03619,0.01393,0.00903,0.01077,0,0.01045,0.04549,0.00712,0.02862,0.00586,0.03478,0.00664,0.04644,0.04426,0.01158,0.00192,0.00107,0.13017,0.05288,0.02395,0,0.01004,0.02338,0,0.05688,0.00485,0.10256,0,0.01248,0,0.15199,0.13776,0.02184,0,0.03098,0.08817,0,0.01874,0.01443,1.26539,0.01941,0.01762,0,0.00459,0.05034,0.08347,0.12074,0.11111,0,0.00818,0.1953,0.00276,0,0.11499,0.0748,0,0.00556,0.08827,0.0072,0.25706,0.00023,0.02351,0.00774,0.01445,0.00385,0.00453,0,0,0.07701,0,0.00238,0.00302,0.00562,0.03215,0.14105,0.00424,0.00013,0.01087,0,0.01815,0.00265,0.07697,0.14777,0,0.2747,0.07312,0.01149,0.00092,0,0.11609,0.06093,0,0.27422,0,0.00298,0.04716,0.00499,0.0212,0.01779,0,0.26333,0.00907,0.04086,0.01868,0.00139,0.09099,0.02429,0.00222,0.00507,0.02333,0.15981,0,0.00227,0.00139,0,0.00415,0.02599,0.03428,0.04234,0.0086,0.02055,0.01192,0.0124,0.06566,0.53195,0,0.00108,0.00273,0.0509,0.01498
t__SGB4862,0.00093,0,0.00719,0,0,0,0,0,0.00726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0.01853,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0.31444,0.20915,0.00337,0,0.05706,0.02527,0,0,0,0,0.00201,0,0,0,0,0,0,0,0,0.0293,0,0.00634,0.00632,0.09406,0.00191,0,0.0214,0,0,0,0.00305,0,0,0,0,0,0,0.00633,0,0,0,0.02268,0,0,0,0,0.00469,0.01414,0,0,0.00032,0.10399,0,0,0.1434,0.0753,0,0,0.0884,0.0022,0.03541,0,0.0203,0,0.02985,0.30159,0,0,0.01977,0.00122,0.00264,0,0.00131,0,0,0,0.05244,0,0,0,0.0016,0.00294,0,0.00012,0,0,0,0.05651,0.00243,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB59576,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172,0,0,0.00099,0.00146,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02989,0,0,0,0,0,0,0,0,0,0,0
t__SGB71759,0.0009,0,0,0,0.0069,0,0.00035,0.00167,0,0,0,0,0.00042,0,0,0.00821,0,0,0,0,0.00571,0,0,0.00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01826,0,0,0.00136,0.01271,0,0,0,0,0.00122,0,0,0,0,0,0,0,0.01703,0,0.00721,0,0,0,0,0,0,0,0,0,0,0,0.00033,0,0,0,0,0,0.00713,0,0,0,0,0,0.02313,0,0.009,0.00238,0,0,0.00114,0,0,0,0.00864,0.00096,0,0,0.00954,0.01714,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0.00424,0,0,0,0,0,0,0,0,0,0,0.09015,0,0,0.00321,0,0,0,0.00845,0,0,0.01081,0,0
t__SGB14123,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01536,0.00621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1862,0.0008,0,0,0.23102,0,1.93505,0,0.16566,0.0048,0.00358,0,0,0.82644,0,0.0026,0,0,0.00103,0.00053,0,0.00326,0.0002,0,0,0,0,0.78623,0,0.00103,0.78986,0.00274,1.52322,4.05236,1.0289,0.00017,0,0.00168,0.00366,0,0.0084,0,0,0,0.52181,0,0.08523,0.00204,0,0.13831,0,0,0.80267,0,0.64202,0.00241,1.01153,0.00103,0,0.00694,0.00226,0,0.00205,0.00897,0,0,0.00327,0,0,0,0,0.67429,0,2.0055,0,0,0,0.00182,7.61306,0,0,0.00152,0.97814,0,0.00208,8e-05,0.00301,0.01012,0.0016,0.00363,0,0.00319,0.00261,0,0.0183,0,2.96479,0,0.0047,0,0.00023,0,0.00621,0,0.00193,0.0037,0,0.00036,0,1.229,38.07335,2.57659,0.00682,0.02969,0.00426,0,0,1.07834,0,0.00084,0.00111,0.00056,1.59053,0.00251,3.08561,0,1.10611,0,19.23266,0,1.49088,0,0.00235,3.44798,0.33408,0,0,0.00376,0.00115,0,0
t__SGB104875,0.00078,0,0,0,0.00131,0,0,0.00054,0,0.00619,0,0,0,0,0.00112,0,0,0,0,0,0.00039,0,0,5e-05,0,0,0,0.00586,0,0.00056,0,0,0,0.0001,0,0.00036,0,0,0,0,0,0,0.00048,0,0,0,0,0,0,0,0.00021,0,0,0.00042,0,0,0,0.0008,0,0,0.00047,0,0,0,0,0,0.00046,0,0,0,0.00172,0,0,0,0.00099,0,0,0.00228,0,0,0,0.00052,0.00125,0.00079,0,0,0,0,0.00113,0,0,0,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0,0.00271,0,0.00039,0,0.00107,0,0.00094,0,0,0,0,0,0.00052,0,0,0.00732,0,0.00053,0,0.00014,0,0,0,0,0,0,0,0,0.0002,0,0,0.00012,0,0
t__SGB40800,0.00078,0,0,0,0.00097,0,0,0,0,0.00236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0,0,0,0,0,0,0.00052,0,0,0,0.0011,0,0,0,0.00055,0,0,0.00206,0,0,0,0,0,0.00057,0,0,0,0,0.00131,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0,0,0.00071,0,0,0,0,0,0.00028,0,0,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15119,0.00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0.00153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03415,0,0,0,0,0,0,0,0,0,0,0,0,0.00955,0,0,0,0,0,0
t__SGB14809,0.00053,0,0,0,0,0,0,0,0.00159,0.00496,0,0,0,0,0,0,0,0,0.01836,0,0,0,0,0.00255,0.00903,0.00211,0,0,0,0,0.00011,0,0,0,0,0,0.01004,0,0,0,0.09833,0,0,0,0.00336,0.00606,0.00512,0,0,0.00303,0,0,0,0,0,0,0.01814,0,0,0,0,0.00644,0.00021,0.00446,0.00269,0.00364,0,0,0,0,0,0,0,0,0.00171,0,0,0,0.00581,0.00209,0,0,0,0,0,0.01065,0.0036,0,0,0.00021,0,0.01834,0,0.01419,0.07428,0,0,0,0,0.00083,0.004,0,0,0,0.01668,0,0,0.01512,0,0.00662,0,0.00329,0,0,0,0,0,0,0,0.00539,0.14443,0,0.00233,0,0,0,0.00605,0.01392,0,0,0.0174,0,0,0,0,0,0,0,0,0.00306
t__SGB7262,0.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14315,0.0004,0,0,0,0,0,0,0.00972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4597,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27925,0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01365,0,0,0,0,0.17977,0,0,0,0,0,0.00081,0,0.0043,0,0,0,0.01193,0,0,0,0.01217,0,0,0,0,0,0,0.00071,0,0,0,0,0.03148,0.00631,0,0,0,0,0,0,0.00249,0,0,0,0.01776
t__SGB14930,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6641,0.0001,0,0,0,0.00426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298,0,0.00126,0.0013,0.02647,0,0,0,0.01038,0,0,0,0.00166,0.00212,0.00579,0,0,0.01358,0,0,0,0,0,0.00053,0,0,0.00093,0,0,0.00949,0,0,0.00024,0,0,0,0,0,0,0,0,0,0,0,0.00207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724,0,0,0,0,0,0,0,0,0,0.00292,0,0,0,0,0,0,0,0,0.00094,0,0,0,0,0.00804,0,0,0,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0.00057,0.00365,0,0
