Abundance,1000IBD00384,1000IBD00593,1000IBD00198,1000IBD00476,1000IBD00087,1000IBD00560,1000IBD00590,1000IBD00197,1000IBD00700,1000IBD00667,1000IBD00438,1000IBD00230,1000IBD00715,1000IBD00708,1000IBD00236,1000IBD00322,1000IBD00048,1000IBD00216,1000IBD00698,1000IBD00597,1000IBD00720,1000IBD00076,1000IBD00232,1000IBD00662,1000IBD00361,1000IBD00672,1000IBD00074,1000IBD00084,1000IBD00611,1000IBD00612,1000IBD00174,1000IBD00154,1000IBD00249,1000IBD00157,1000IBD00349,1000IBD00250,1000IBD00588,1000IBD00149,1000IBD00371,1000IBD00705,1000IBD00394,1000IBD00001,1000IBD00480,1000IBD00313,1000IBD00691,1000IBD00037,1000IBD00025,1000IBD00393,1000IBD00497,1000IBD00088,1000IBD00137,1000IBD00177,1000IBD01330,1000IBD00487,1000IBD00004,1000IBD00531,1000IBD00208,1000IBD00976,1000IBD00375,1000IBD00134,1000IBD00628,1000IBD00453,1000IBD00327,1000IBD00193,1000IBD00675,1000IBD00358,1000IBD00511,1000IBD01011,1000IBD00467,1000IBD00370,1000IBD00683,1000IBD00078,1000IBD00470,1000IBD00529,1000IBD00172,1000IBD00546,1000IBD00490,1000IBD00235,1000IBD00171,1000IBD00450,1000IBD00196,1000IBD00586,1000IBD00252,1000IBD00710,1000IBD00365,1000IBD00616,1000IBD00579,1000IBD00067,1000IBD00673,1000IBD00184,1000IBD00167,1000IBD00237,1000IBD00389,1000IBD00049,1000IBD00031,1000IBD00266,1000IBD00541,1000IBD00427,1000IBD00426,1000IBD00653,1000IBD00539,1000IBD00403,1000IBD00239,1000IBD00722,1000IBD00058,1000IBD00428,1000IBD00502,1000IBD00639,1000IBD00095,1000IBD00606,1000IBD00206,1000IBD00341,1000IBD00379,1000IBD00347,1000IBD01328,1000IBD00146,1000IBD00640,1000IBD00431,1000IBD00444,1000IBD00412,1000IBD00526,1000IBD00475,1000IBD00122,1000IBD00099,1000IBD00433,1000IBD00693
g__GGB9237,,,,0.00244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02418,0,0,0,0.01697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB39037,,,,0.00199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB42378,,,,0.00153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01784,0,0,0,0,0,0.00367,0,0,0,0,0,0,0.00745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01777,0,0
g__GGB34540,,,,0.00147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00846,0,0
g__GGB9525,,,,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Anaerofilum,,,,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32861,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109,0,0,0,0,0
s__Ruminococcus_sp_BSD2780120874_150323_B10,,,,3.40693,0,2.44338,4.49333,0,0,0,4.45096,0,0,0,0,0,0,0,0,0,0,0,1.77734,0,0,0,0,0,0,0,0,0,0,0,8.08808,0,0,0,0,0,0,0,0,0,0,10.46644,0,0,2.51468,0,0,0,0,0,0,0,0.29442,3.26898,0,0,0,0,9.59429,0,0,0,0,0,0,0,0,0,0,0,0,0.74967,0,0,0,0,4.15799,0,0,10.40189,0,0,0,0,0,0,0,0,0,15.62385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79864,0,0,0,0,0,0,0,0,0,0,0,0,2.41388,3.94236,0
s__GGB3256_SGB4303,,,,3.39813,0,2.47957,0,0,0,2.5166,0,0,0.16008,0,0,0,0,3.51554,0,0,0,2.13568,1.94253,0,0,0,0,0,0,0,0,3.58624,4.19666,3.78262,3.20303,0,4.82731,2.05625,0,0,0,0,3.39907,0,0,5.21661,0,0,7.41991,0,0.13537,0,4.94861,0,0,0,0,0,0,0,0,0,1.16544,1.15891,0,0,0,0,1.57847,0,2.2263,0,0,4.40589,4.34131,0,0,0,0,0,0,0,2.24205,0,0,4.02288,0,0,0,0,0,0,0,0,0,0,0,1.81714,4.05416,0,0,4.40364,0.05595,0,0,0,0,0,3.5351,0,0.21054,0,0,0,0,3.87303,4.04875,2.03411,0,0,0,0,0,1.19478,0,2.76943
s__GGB9581_SGB4365,,,,2.86036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Holdemanella_porci,,,,1.83825,0,4.33687,0,0,0,0,1.69012,0,0,0,0,0,0,0,0,0.60035,0,0.85856,0,0,0,0,0,0.89823,0,0,0,0,0,0,0,2.03512,4.52796,0,0,0,0,0,0,7.76761,0,0,0,0,0,0,0,0,0,0,0,0,0.72183,0,0,0,0.13632,0,0,1.48812,0,0,0,0,0.14164,0,0,0,0,0,0,0,0,0,0,0,1.11073,0,0,0,1.92404,0,0,0,0,0,0.63436,0,0,0,0,5.86966,0,0,0.95728,0,0,0,0,0,0,0,0,1.66294,5.08285,0,1.04645,0,0,0,0,0,0,0,0,4.68217,0,0,1.17516,0,0,0
s__GGB15850_SGB5785,,,,1.60977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19694,0,0,0,0,0,0,0,0,0,1.3026,0,0,0.43718,0,0,0,0,0.85049,0,0,0,0,0.60888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26779,0
s__GGB9334_SGB14298,,,,1.34955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1550_SGB2134,,,,1.03657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77312,0,0
s__GGB80011_SGB15265,,,,0.92834,0.02185,0.33992,1.07756,0,0,0,0.30232,0,0,0.35995,0,0,0.13557,0,0,0,0.17348,0.02578,0,1.31713,0,0,0,0,0,0,0,0,0,0,0,0,0.44011,0,0,0,0,0.34948,0,0,0,0,0,0,2.75912,0,0,0,4.86894,0,0,0,0,0,0,0,0,0,0.26704,0,0,1.77677,0.06915,0,0,0,0,1.56571,0,0,0,0.16622,0,0.01024,0,0,0,0,0.14243,0,0,0,0,0,0,2.70909,0,0,0.94101,0,0,0,0,0,0.08786,0,0,1.57711,0,0,0,0.04049,0,1.83391,1.12038,0,0.01015,0,0,0,0,0.49369,0.2887,0.57678,0,1.79436,0.73142,0,0.77698,0,0,0
s__Lactococcus_lactis,,,,0.80361,0,0,0.20686,0.0014,0,0.69519,0,0,0,0,0,0,0,0,0,0.01194,0,0,0,0,0,0,0,0,0,0.03243,0,0,0,0,0,0.03826,0,0.01102,0,0.04575,0.05239,0,0,0,0,0.13895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01741,0,0,0.00116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09725,0.47258,0,0,0.00648,0,0,0,0,0,0,0,0.01508
s__GGB9636_SGB15108,,,,0.70916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9275_SGB14227,,,,0.3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4770_SGB6604,,,,0.34351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Ruminococcus_champanellensis,,,,0.32615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB2958_SGB3940,,,,0.2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11378,0,0,0,0,0,0,0,0,0,0,0,0,0.20101,0,0
s__GGB9076_SGB13998,,,,0.29148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9687_SGB15191,,,,0.26913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79981_SGB14222,,,,0.24148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15921,0,0,0,0,0,0,0,0,0,0,0,0,0.03534,0,0
s__GGB4596_SGB6358,,,,0.2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0.1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077,0,0,0,0,0,0,0,0,0,0,0,0.12132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03356,0,0
s__GGB9063_SGB13982,,,,0.21907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02837,0,0,0,0,0,0,0,0,0.01672,0,0,0,0,0.00157,0,0,0,0,0,0.14118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB6123_SGB8767,,,,0.18682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9712_SGB15244,,,,0.18467,0.17603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05761,0,0,0.03633,1.23429,0,0,0,0,0,0,0.14263,0,0.01768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43288,0,0,0,0.66853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0,0,0,0,0,0,0.2027,0,0,0,0.10562,0.01992,0,0,0,0,0,0,0,0.03653,0,0,0,0,0,0,0.0298,0,0,0.13268,0,0,0.01555,0,0
s__Muribaculum_gordoncarteri,,,,0.17896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03632,0
s__Clostridium_sp_1001270H_150608_G6,,,,0.15468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81767,0.31528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16703,0,0,0,0,0,2.28871,0,0,0,0,0,0,0,0.2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79235,0,0,0,0,4.93068,2.55304,0,0,0,2.99846,0,0,0.79569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09118,0
s__Catenibacterium_SGB4425,,,,0.14658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9635_SGB15103,,,,0.13673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4768_SGB6601,,,,0.12654,0.29571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04501,0,0,0,0.14536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04046,0,0,0,0.05425,0,0,0,0,0,0,0,0,0.00141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Alistipes_indistinctus,,,,0.11098,0.04208,0,0,0,0,0,0,0,0,0.48621,0,0.00998,0,0,0,0,0,0,0,0,0,0,0.01356,0,0,0,0,0,0,0,0.03603,0,0,0,0,0,0,0.00102,0,0,0,0.03423,0,0.10467,0,0,0,0,0,0,0,0,0,0,0,0,0.03523,0.01594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259,0,0.24211,0,0,0,0,0.04604,0,0,0,0,0.07371,0,0,0.08631,0,0,0,0,0,0,0.00416,0,0.06271,0.06793,0,0,0.00603,0,0
s__Eubacterium_sp_AF34_35BH,,,,0.10957,0,0,0,0,0.45138,0,0,0.08632,0,0,0,0,0.31651,0,0.13652,0,0.11513,0,0.0704,0,0.46465,0.368,0,0,0,0,0.08192,0,0,0,0,0,0,0.4959,0,0,0,0,0.12809,0,0,0,0,0,0.04937,0,0,0,0,0,0.14445,0.49046,0,0,0,0,0,0.36828,0,0,0.60708,0,0.28916,0,0.23713,0,0,0,0,0,0,0.32492,0,0,0,0,0,0,0,0,0,0.0693,0.20561,0,0,0,0,0,0,0,0,0,0.3748,0,0.11157,0,0,0.15424,0.02283,0,0,0,0,0.00809,0,0,0,0,0.23624,0,0,0,0.17277,0,0,0,0,0.00875,0.02412,0,0,0
s__GGB9602_SGB15031,,,,0.09486,1.13007,0,0,0,0,0,0,0,0,1.80293,0,0,0.31361,0,0,0,0,0,0,0,0,0,0,2.84952,0,0,0,0,0,0,0.19822,0,0.51846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01447,0,0,0,0,0.01582,0.57041,0,0,0,0.0244,0,0,0,0,0.94564,0,0,0,0,0.10245,0,0,0,0,0,0,0,0,0.79908,0,0,0,0,0,0,0,0,0,0.04014,0,0,0,0,0,0,0,0.78878,0,0,0,0,0.08945,0,0,0,0,0.08781,0,0,0.37697,0,0,0,0,0,0,0.01662,0,0,0,0,0,0.57143,0.0017,0
s__GGB9778_SGB15398,,,,0.08954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609,0,0
s__Slackia_piriformis,,,,0.08511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509,0,0,0,0,0.05058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07956,0,0.31784,0,0,0,0,0,0,0,0,0,0,0.20655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB2996_SGB3983,,,,0.08498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14033,0,0,0,0,0,0,0,0,0,0.00852,0,0,0,0,0,0,0,0,0,0.13902,0,0,0,0,0,0,0,0
s__GGB9531_SGB14932,,,,0.08415,0,0,0,0,0.01281,0,0,0,0,0,0,0,0,0,0,0,0.02842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02893,0,0,0,0,0,0,0,0.0007,0,0
s__GGB2998_SGB3989,,,,0.08375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01372,0.01478,0,0,0,0,0,0,0.05696,0,0,0,0,0,0.05366,0,0,0,0.0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02899,0,0
s__GGB79845_SGB14005,,,,0.08334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9328_SGB14291,,,,0.07998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Blautia_SGB6487,,,,0.07627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1495_SGB2071,,,,0.0729,0,0,0,0,0,0,0,0,0,4.07319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Victivallis_lenta,,,,0.06391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
