Abundance,CSM7KOR4,CSM5MCU4,PSM6XBVY,CSM79HJC,HSM7CZ2V,HSM5MD4P,PSM6XBTJ,CSM5MCVB,PSM7J1BN,PSM6XBTH,HSM5MD4W,HSMA33NG,CSM5MCXZ,MSM5LLH2,MSM5LLF2,CSM5MCV1,PSM7J1CK,CSM67UB5,CSM67UH3,MSM5LLHG,HSM5MD4U,CSM5MCVD,CSM5MCVF,ESM5GEYX,PSM6XBS2,HSM5MD7W,CSM5FZ3V,PSM6XBS4,MSM9VZM4,MSM5LLGN,CSM79HJI,PSM7J1CS,MSM5LLI2,CSM79HJ6,CSM5FZ46,PSM7J13U,CSM67UCU,HSM5MD8J,CSM5FZ3R,MSM5LLIC,MSM5LLI4,CSM5MCV5,CSM5MCW4,MSM5LLGR,MSM5LLII,HSM5MEE5,HSM67VCX,PSM6XBS6,HSM5FZBP,PSM6XBTN,MSM5LLHR,CSM67UB7,ESM718U9,MSM5LLIG,HSM5FZBR,HSM5MD8F,MSM5LLD6,ESM5GEYW,MSM633FF,ESM7F5AE,CSM7KOR8,HSM6XRQB,MSM5LLHQ,PSMA2651,ESM5ME9D,CSM79HJ8,MSM5LLHE,MSM5FZ9X,MSM5LLHI,PSM7J149,CSM79HJ2,CSM5FZ42,CSM7KOQP,HSM5FZC2,HSM5MD5K,MSM9VZLX,CSM5MCVZ,HSM7CYWS,CSM5MCWK,CSM79HHW,CSM5MCWI,CSM67UAI,HSM5MD5X,CSM7KOQZ,CSM5YRY7,CSM7KOKP,MSM5FZ9Q,ESM5GEYY,MSM5LLIM,MSM5FZ9V,MSM5LLIK,MSM5LLGD,MSM5LLE9,MSM5LLHX,MSM5LLI8,HSM7J4JW,MSM5LLIE,CSM5MCWA,CSM5MCXF,PSM7J13Y,CSM7KOKH,ESM5MEBA,MSM5LLGJ,CSM79HJ4,MSM5FZ9N,ESM5MEDP,PSM6XBQM,MSM5LLFG,MSM5LLGH,CSM79HNY,CSM67UB9,ESM5MEE2,CSM67U9V,CSM5MCVJ,MSM79HBX,CSM5FZ3Z,CSM5FZ3X,PSM7J1B3,PSM6XBRM,MSM5LLHA,HSM5FZBQ,MSM9VZJJ,ESM5ME9G,HSM7J4Q3,PSM6XBRK,CSM5MCXX,ESM5MEE6,HSM5MD4B,ESM5MEDZ,HSM5MD4A,CSM5FZ44,MSM5LLI6,PSM7J1CO,CSM5LLGB,CSM79HG7,ESM5MEB9,HSM5MD5H,MSM5LLGF,CSM5MCVV,MSM5ZOJY,CSM79HH2,MSM6J2RG,MSM5LLE3,PSM7J143,CSM5FZ3T,HSM5MD3L,MSM5LLH8,HSM5MD7Z,PSM6XBTF,CSM5FZ3N,MSM5LLHO,CSM67U9X,MSM5LLIS,CSM5FZ4C,CSM7KOKL,HSM67VIJ,MSM5FZA2,HSM5MD49,MSM5LLH4,PSM6XBSC
t__SGB1889,,,,,,,,,,,,,,,,,,,,13.15728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.93605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.83689,0,0,0,0,0,0,0,0,0
t__SGB2317,,,,,,,,,,,,,,,,,,,,2.1886,0,0,0,0.12982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22501,0,0,0,0,0,0,0,0,0,0,3.47315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66615,0,0,0,0,0,0,0,0,0
t__SGB1948,,,,,,,,,,,,,,,,,,,,0.67395,0,0,0,0,0,0,0.00305,0,0,0,0,0,0.18454,0.50891,0,0,0,0,0,0.49516,0.06995,0,0,0.10325,0,0,0,0,0,0,0,0,0,0,0,0,0.02188,0,0,0.14198,0,0,0.06214,0,0,0,0,0,0.3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05685,0.06117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03227,0,0,0,0,0,0,0,0,0,0,0,0.05259,0,0,0,0,0,0,0,0,0.04646,0,0,0,0,0,0.12549,0,0,0,0.91589,0,0.06502,0,0,0,0,0,0.04721,0
t__SGB5111,,,,,,,,,,,,,,,,,,,,0.59205,0,0.00591,0,0.9883,0,0,0,0,0,0,0,0,0,0,0,0,3.58251,0.2933,0,0.01887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07516,0,0.26658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19376,0,0,0,0,1.74063,0,0,0,0
t__SGB4652,,,,,,,,,,,,,,,,,,,,0.39598,0,0,0,0.16316,0,0,0,0,0,0,0.03267,0,0,0.5265,0,0,0.30759,0,0,0.9895,0.16376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03498,0,0,0,0,0,0,0,0,0,0,0.12861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07134,0,0,0,0,0,0,0.03999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956,0,0,0,0.30023,0,0,0,0,0,0,0,0.07123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49366,0,0.0535,0,0
t__SGB15249,,,,,,,,,,,,,,,,,,,,0.20462,0,0,0,0.77668,0,0,0,0,0,0,0,0,0,0.42691,0,0,0,0,0,0.03553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18409,0,0.05452,0,0,0,0,0,0,0,0,0.34491,2.27825,0,0,0,0,0,0,0,0,0.03656,0,0,0,0,0,0,0,0,0.04098,0,0,0,0,0,0,0,0.26387,0,0,0,0,0,0,0,0,0,1.71776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05375,0,0,0,0,0,0,0,0,0,0,0,0.02844,0,0,0,0.05105,0,0.00473,0,0,0.06429,0,0,0.06047,0
t__SGB15236,,,,,,,,,,,,,,,,,,,,0.19974,0,0,0,0.6332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02524,0,0,0,0,0,0,0,0,0.26341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04078,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81895,0,0.01015,0,0,0,0,0.01339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01018,0,0,0,0,0,0,0,0.0062,0
t__SGB9347,,,,,,,,,,,,,,,,,,,,0.14924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30334,0,0,0,0,0,0,0,0,0.56959,0,0.01389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04711,0,0,0,0.07607,0,0,0,0,0,0,0,0,0,0.77821,0,0,0,0,0,0,0,0,0
t__SGB1792,,,,,,,,,,,,,,,,,,,,0.14769,0,0,0,0.03888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18118,0,0.01104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15266,,,,,,,,,,,,,,,,,,,,0.09854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094,0,0,0,0,0,0,0,0,0
t__SGB9391,,,,,,,,,,,,,,,,,,,,0.0767,0,0,0,0.04172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11975,0,0,0,0,0,0,0,0,0,0,0.09861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15267,,,,,,,,,,,,,,,,,,,,0.06788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03896,0,0,0,0,0,0.03002,0,0,0,0,0,0.12944,0
t__SGB14253,,,,,,,,,,,,,,,,,,,,0.04849,0,0,0,0.06252,0,0,0,0,0,0,0,0,0,0.03842,0,0,0,0,0,0.00674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06611,0,0,0,0,0,0,0,0,0,0,0.05005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01048,0,0,0,0,0,0,0,0,0
t__SGB15031,,,,,,,,,,,,,,,,,,,,0.04458,0,0,0,0.20207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16338,0,0,0,0,0,0,0,0,0,0,0,0.01911,0,0,0,0,0,0.00212,0,0,0,0,0,0.04524,0
t__SGB9203,,,,,,,,,,,,,,,,,,,,0.04302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01552,0,0,0,0,0,0,0,0,0,0.00624,0,0,0,0,0.12114,0,0,0,0
t__SGB4643,,,,,,,,,,,,,,,,,,,,0.04099,0,0,0,0.05894,0,0,0,0,0,0,0,0,0,0.93458,0,0,0,0,0,0.03655,0,0,0,0,0,0,0,0,0,0.05862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694,0,0,0,0,0,0,0,0,0,0,0.13491
t__SGB6338,,,,,,,,,,,,,,,,,,,,0.04033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00674,0,0,0,0,0,0,0,0,0
t__SGB8630,,,,,,,,,,,,,,,,,,,,0.03977,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25172,0,0,0,0,0,0.03763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27752,0,0.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96484,0,0,0,0,0,0,0,0,0
t__SGB14923,,,,,,,,,,,,,,,,,,,,0.03913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218,0,0,0,0,0,0,0,0,0
t__SGB4871,,,,,,,,,,,,,,,,,,,,0.03717,0,0,0,0.05607,0,0,0,0,0,0,0.01138,0,0,0,0,0,0.02013,0,0,0.08582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615,0,0,0,0.20555,0,0.0617,0,0,0,0,0.05036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07556,0,0,0,0,0,0,0,0,0,0,0,0,0.21291,0,0,0,0,0.0839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603,0,0,0,0,0.00717,0,0,0,0
t__SGB9205,,,,,,,,,,,,,,,,,,,,0.03444,0,0.05818,0.17387,0.15203,0,0,0.08461,0,0,0,0,0,0,0,0,0,0,0,0.27822,0.09337,0,0,0.03225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03648,0,0,0,0,0,0,0,0.04495,0,0.60416,0,0.0735,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99702,0,0,0,0,0,0,0,0,0,0,0,0,0.04182,0,0,0,0,0,0,0,0,0,0,0.12832,0.01019,0,0,0.96342,0,0,0,0,0,0
t__SGB4938,,,,,,,,,,,,,,,,,,,,0.02468,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03606,0,0,0,0,0,0,0.00715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13654,0,0,0,0,0,0,0,0.11168,0,0,0,0,0,0,0.01225,0.08724,0.15679,0.15692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02237,0.06186,0,0,0,0,0,0,0.01223,3.9878,0,0.06961,0.05547,0
t__SGB3992,,,,,,,,,,,,,,,,,,,,0.02169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03419,0,0,0,0,0,0,0,0,0.00949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4886,,,,,,,,,,,,,,,,,,,,0.01192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60576,0,0.06558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09617,0,0,0,0,0.89425,0,0,0,0
t__SGB3952,,,,,,,,,,,,,,,,,,,,0.00856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01124,0,0,0,0,0,0,0,0,0,0.00965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683,0,0,0,0,0,0,0,0,0
t__SGB14966,,,,,,,,,,,,,,,,,,,,0.00675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918,0,0,0,0,0,0,0,0,0,0.00938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0
t__SGB4963,,,,,,,,,,,,,,,,,,,,0.00514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767,0,0,0,0,0,0,0.00256,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151,0,0,0,0
t__SGB42321,,,,,,,,,,,,,,,,,,,,0.00445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113,0,0,0,0,0,0,0,0,0,0.02382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4894,,,,,,,,,,,,,,,,,,,,0.00203,0,0,0,0.05202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18881,0,0,0,0,0.15328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04595,0,0,0,0,0.09533,0,0,0,0
c__Epsilonproteobacteria,,,,,,,,,,,,,,,,,,,,,0.05982,0,0,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81848,0,0,0,0,0,0,0,0,0,0,0,0,1.03793,0.06389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Campylobacterales,,,,,,,,,,,,,,,,,,,,,0.05982,0,0,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81848,0,0,0,0,0,0,0,0,0,0,0,0,1.03793,0.06389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Campylobacteraceae,,,,,,,,,,,,,,,,,,,,,0.05982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Campylobacter,,,,,,,,,,,,,,,,,,,,,0.05982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Campylobacter_curvus,,,,,,,,,,,,,,,,,,,,,0.05982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB19334,,,,,,,,,,,,,,,,,,,,,0.05982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB2106,,,,,,,,,,,,,,,,,,,,,,1.4479,3.42721,0,0,0,3.03973,0,0,0,0,0,0,0,0,0,0,0,0.08893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5949,0,0,0,0.30968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12834,0,0,0,0,0,0,0,0,0,0,0.27661,0,0,0,4.26086,0,0,0,0,0,0
c__CFGB76370,,,,,,,,,,,,,,,,,,,,,,0.11496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10539,0,0,0,0,0,0,1.55994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
