Abundance,CSM7KOR4,CSM5MCU4,PSM6XBVY,CSM79HJC,HSM7CZ2V,HSM5MD4P,PSM6XBTJ,CSM5MCVB,PSM7J1BN,PSM6XBTH,HSM5MD4W,HSMA33NG,CSM5MCXZ,MSM5LLH2,MSM5LLF2,CSM5MCV1,PSM7J1CK,CSM67UB5,CSM67UH3,MSM5LLHG,HSM5MD4U,CSM5MCVD,CSM5MCVF,ESM5GEYX,PSM6XBS2,HSM5MD7W,CSM5FZ3V,PSM6XBS4,MSM9VZM4,MSM5LLGN,CSM79HJI,PSM7J1CS,MSM5LLI2,CSM79HJ6,CSM5FZ46,PSM7J13U,CSM67UCU,HSM5MD8J,CSM5FZ3R,MSM5LLIC,MSM5LLI4,CSM5MCV5,CSM5MCW4,MSM5LLGR,MSM5LLII,HSM5MEE5,HSM67VCX,PSM6XBS6,HSM5FZBP,PSM6XBTN,MSM5LLHR,CSM67UB7,ESM718U9,MSM5LLIG,HSM5FZBR,HSM5MD8F,MSM5LLD6,ESM5GEYW,MSM633FF,ESM7F5AE,CSM7KOR8,HSM6XRQB,MSM5LLHQ,PSMA2651,ESM5ME9D,CSM79HJ8,MSM5LLHE,MSM5FZ9X,MSM5LLHI,PSM7J149,CSM79HJ2,CSM5FZ42,CSM7KOQP,HSM5FZC2,HSM5MD5K,MSM9VZLX,CSM5MCVZ,HSM7CYWS,CSM5MCWK,CSM79HHW,CSM5MCWI,CSM67UAI,HSM5MD5X,CSM7KOQZ,CSM5YRY7,CSM7KOKP,MSM5FZ9Q,ESM5GEYY,MSM5LLIM,MSM5FZ9V,MSM5LLIK,MSM5LLGD,MSM5LLE9,MSM5LLHX,MSM5LLI8,HSM7J4JW,MSM5LLIE,CSM5MCWA,CSM5MCXF,PSM7J13Y,CSM7KOKH,ESM5MEBA,MSM5LLGJ,CSM79HJ4,MSM5FZ9N,ESM5MEDP,PSM6XBQM,MSM5LLFG,MSM5LLGH,CSM79HNY,CSM67UB9,ESM5MEE2,CSM67U9V,CSM5MCVJ,MSM79HBX,CSM5FZ3Z,CSM5FZ3X,PSM7J1B3,PSM6XBRM,MSM5LLHA,HSM5FZBQ,MSM9VZJJ,ESM5ME9G,HSM7J4Q3,PSM6XBRK,CSM5MCXX,ESM5MEE6,HSM5MD4B,ESM5MEDZ,HSM5MD4A,CSM5FZ44,MSM5LLI6,PSM7J1CO,CSM5LLGB,CSM79HG7,ESM5MEB9,HSM5MD5H,MSM5LLGF,CSM5MCVV,MSM5ZOJY,CSM79HH2,MSM6J2RG,MSM5LLE3,PSM7J143,CSM5FZ3T,HSM5MD3L,MSM5LLH8,HSM5MD7Z,PSM6XBTF,CSM5FZ3N,MSM5LLHO,CSM67U9X,MSM5LLIS,CSM5FZ4C,CSM7KOKL,HSM67VIJ,MSM5FZA2,HSM5MD49,MSM5LLH4,PSM6XBSC
t__SGB2318,4.34751,0,8.38218,0.49042,2.21542,1.22948,0,0.27406,0,2.29341,0,0,16.07325,0,0,0,0,5.46928,8.53201,5.58044,0,0.09652,0,3.47013,1.58245,0.97096,0.04864,0.02744,2.46527,6.1684,1.68867,0,5.02084,2.92173,0,0,18.38598,1.02908,0.04855,1.67925,4.18881,7.26233,0,13.35392,1.48635,0,0,0,3.68453,1.63369,3.44722,7.65579,0,2.91987,3.17182,0,3.15533,2.39432,0,2.03561,6.04146,0,3.3403,3.10972,0,4.33083,2.80667,0,4.7703,8.53508,0.91475,0.00853,0,2.73248,0.98292,0,0,1.96605,7.42149,4.13868,0,0,0,4.35399,0,8.05533,0.87979,0.31823,5.018,0,2.23264,0,0,3.93948,4.76957,3.77228,3.7034,0.25448,2.74149,0,2.55247,0,0,3.15183,0.06338,3.70152,0.65537,7.32427,0,0,0,0,6.84505,0,0.18178,0,0.03116,0.89955,3.75372,0.00708,1.48346,0,0,0,0.00782,7.1891,0,0,0,0,0,8.35215,0,0.03896,10.11658,0,6.6394,0,0,0,0.32293,0,0.04743,0.00116,0,3.98497,0.00701,6.6025,0.90595,0,6.19695,2.18089,0,0,2.69731,1.56189,0,0,0.01809,0.9957
t__SGB1877,4.09785,0,1.20461,3.13815,2.44557,8.05433,0,1.99467,0,0.49379,0,8.96972,1.09778,0.02627,0.03576,13.81334,0,2.91873,0,1.48349,0,1.8072,0.84008,1.1149,0.16908,0,2.37983,0,0,2.86523,1.08187,0,1.515,0.92218,0,0,0,0,1.31491,0.9443,0.90489,0.79762,0,4.47559,3.08492,0,0,0,0,0.03192,2.69678,1.43673,0,1.08996,0,0,1.97792,3.05452,0,1.89291,3.66597,3.90099,1.12471,5.29796,0,3.76252,0.66114,0,0.51984,1.59121,2.25068,0,0,0,0,2.51556,0,0.9937,3.32129,4.01216,2.89663,0,0.64499,4.02755,4.10092,5.57154,0.03726,3.66994,0.70387,0,0,0,0,1.2617,1.32251,5.15174,2.50283,0.26624,0.6804,5.44216,7.44599,0,0,6.77235,0,1.14841,2.11912,2.66213,0,0.77832,0.51036,0.00174,2.81228,0,0.64479,0,0,0.97256,0,0.41641,0,0,0,2.38149,1.32031,1.57969,0,0,0,0,0,1.72216,0,0,0,1.07441,0,0,9.26283,0,0.31349,0,0,1.58385,0,2.57624,0.27797,4.89917,0.21959,2.59144,1.3946,1.36175,0.24204,1.9573,9.78039,1.45254,0,0,0.41951,0.23239
t__SGB1934,2.52137,0,10.20489,1.40721,2.72421,3.76483,0.15268,0.17374,5.59646,2.39277,0,1.58674,3.53738,2.70965,0.17242,0,0.43558,1.03856,0,2.0009,0,0.35614,0,1.74108,1.01971,2.17877,0.00399,0.14665,0,0,1.24745,0,3.99977,0.29853,0,0,2.03163,4.81277,0.03791,1.15016,3.60154,7.32226,0,0.02359,0.8028,2.9335,18.1913,0,9.62635,1.74359,2.01306,2.90513,0.56342,2.53046,9.97979,9.25238,3.33985,0.03731,0,4.05677,1.62701,0,4.71438,1.62248,4.08659,3.14515,1.87146,0.16925,2.62914,0.2855,0.89871,0,0,4.83237,1.46993,0,0,1.22972,1.56178,0,0,0,1.65354,1.28093,0,1.57505,0.04328,0,2.65836,0,5.69666,0,0,4.7106,5.65364,1.71774,2.73304,0.24338,1.54709,6.58646,1.88088,3.60781,0,5.7807,0.06972,0,1.42433,0.00635,0,0.00341,0,3.67581,0.75061,0,30.96731,0,0.00638,0.88488,1.01382,0.26626,6.96427,4.22966,3.98811,0.39969,3.08495,2.51477,1.00937,22.62707,5.34122,8.86857,0,7.01731,0,0.0007,1.0117,3.33215,6.13222,0,0,0,0.95991,0,0.00163,1.88213,0,0,0.09605,2.02739,0.75366,0,2.10295,1.33876,0.06495,0,3.87541,0,0,16.75557,0.13152,0.5
t__SGB15323,1.98062,0,0,6.3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65226,0,0,0,0,0,0.07238,0,3.58966,0,0,0,0,0,0,0,0,0,0,1.27456,0,0,0,0,3.07915,0.01589,0,0.0534,6.89724,0,1.10998,0,0,3.47452,0,0,0,0,6.36056,0,0,0,0,0,0,0.23725,0,0,0,0,0,4.13038,0,1.38887,0,0,0,0,0,0,0,1.44322,0.25851,0,0,0.14042,0,0,1.21403,0,0,0.09457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14527,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41193,0,0,0.41144,0,0,0,0,0
t__SGB5082,1.61285,0.53641,0,5.87189,0,0.09543,0,0.02172,0,0.00817,0,0,0.46995,0,0,0,0.00508,0,0,0,0,0,0,0.48033,0.01458,0,0,0.01456,0,1.50749,0.00938,0,0.51838,0.47431,0,0,0.10346,0,0,0.2941,0.64056,0.86693,1.18254,0.04107,1.0697,0,0,0,0,0,0.63724,0,0,4.12889,0.00848,0.60268,0.56455,0.03792,12.09144,0.01656,2.31621,0,1.40039,0,0,3.58608,0,5.95214,0.01627,0,2.70273,0.0461,1.24102,0,0,0,0.8012,0.26386,0.16698,0,0,0,0.07289,0.80806,0,0.24104,0,0,0.00471,0,0,0.18646,0,2.79006,0,0,0.99173,0,0.36817,0,1.18107,0,4.75856,0.03244,0,0,0,1.57496,1.66099,0.73831,0,0.00207,0.17276,0,0.45612,0,0.00301,0.26815,0.94872,0.18204,0,0.03742,0,6.1118,0.00921,0.01434,0.11722,0.18565,0,0.69629,0,0.70368,0,4.45582,0,0,0,0.71925,0,7.9014,0,0,0.01244,0,0,0,0.12079,0,0.01639,0,0.20374,0.0096,0.34857,0,0.26803,0.35024,5.21218,0.99841,0.0312,0.00669
t__SGB2303,1.60114,0,0,0.37596,0.03727,0,0,0,0,0,0,0,1.67756,0,0,0,0,0.14148,3.39333,0.34193,0,0,0,2.33543,0,0.3087,0,0,0,0,1.4626,0,0.62711,10.23859,0,0,12.19536,0,0,0.07348,0.62373,0,0,0.12642,0,0,1.09835,0,1.02298,0,0.50385,2.04353,0,0.26157,0.42973,0,0.4859,0.21396,0,0.2488,3.40619,0,0.38748,0.88931,0,2.28167,0.11695,0,0.81674,0,0.64213,0,0,0.54891,0.19065,0,0,0.29283,0.4798,0,0,0,0,0.66521,0,0.78346,0.22296,0.56936,0.11028,0,0.38277,0,0,0.30257,0.7647,2.61755,0.15239,0.05332,1.94692,0,1.75035,0,0,1.54079,0,0.80052,0.45713,0,0,0,0,0,6.48922,0,0,0,0,0.23916,0.17088,0.01071,0.8113,0,0,1.97695,0,0.22381,0,0,0,0,0,1.59072,0,0,0,0,2.39106,0,0,0,0.99786,2.58664,0,0,0,6.90252,0,0,0.00643,0,0.56127,0.44148,0,0,6.86325,0.3162,0,0,0.00311,0
t__SGB4933,1.53732,0,0,4.52468,0.34463,2.26753,0,0.02711,0,1.73658,0,0.39205,0.11773,0.10757,0,1.04605,2.5779,2.53254,0,0.06603,0,0,0,1.36442,2.00838,1.6693,0,8.33636,0,0.17479,0.05609,0,0.18392,1.82242,0.17694,0,1.06455,0,0,2.37494,0.98406,1.93851,0,1.22387,0,1.31603,0.13093,0,0.72448,1.58253,0.85876,1.82079,0,3.84189,0.08982,0.4109,0.51509,0.22095,6.32628,0.82094,0.92318,0.15572,0.65488,3.31674,5.46913,3.2851,0,1.99874,0.66438,0.28652,0,0.9812,0,0.0039,0.31299,0.72425,0,2.28468,0.51312,0.9787,0,1.71018,0.10046,1.12092,0,3.07631,0.05542,0.00898,0.20896,8.89636,0,1.8578,0,0.54558,0.8088,0.26269,1.76615,0.3771,13.75875,0.93156,1.2444,2.2718,4.38389,0.00935,0,0.25782,0.38275,1.25165,3.45349,5.72947,0,4.42134,0.07512,0.25191,0,0.24144,0.36245,0.39183,0.88193,0.01857,0,0.4038,1.15922,2.97865,1.37434,0.69835,7.78036,0.9861,3.29493,1.71305,2.29561,0.28526,0,5.29779,0.07046,0.34632,0,3.24682,0.21821,1.98641,0.22721,0,0.05618,0.33905,0.03919,5.27671,0,0.16889,3.01032,0,0.10153,3.90866,0.34027,0,3.52147,0,1.73919,1.1092,0.08901,2.57118
t__SGB15342,1.53603,0,7.86783,5.957,0.03983,2.42922,1.20324,0.03526,0,0.21923,0,0.13563,3.4549,2.46032,0,0,0.07008,0.66548,0,1.69581,0,0,0,5.38894,0.68677,0.0008,0.03776,0.61021,0,0.86385,0.91081,2.58703,7.7928,0.18902,0,0,2.01021,0,0.36385,0.72209,26.59007,1.47595,0,1.10842,0,6.76396,0,0,0.02568,0.23627,0.02902,0.69229,0,0,0.0948,0.23517,14.71974,1.76336,0.15337,0.27888,0.49973,0,10.07399,0.00859,3.39931,4.91575,2.92325,1.01051,0.59789,1.8575,1.32924,0,0,0,0,0.01723,0,1.35593,0.44356,0,0,0,0.13356,1.45671,0,0.83875,0.80049,0.00439,0.29519,0.10502,0,14.97179,0,26.95862,5.69337,1.17257,0,0.2965,2.36138,4.33125,0.7494,3.15339,17.2213,0,0,2.83676,0.1704,6.2154,0,0.01349,1.75345,5.53205,1.52682,0,1.19972,0,0.18434,0.3853,0,1.70768,0,0.11393,1.71478,1.67324,0.10283,0.21477,13.87606,16.16549,1.10163,35.84214,0.60082,3.0847,0,3.22514,0.54382,0,0,13.77597,0,0,0.11829,2.58698,0.00423,1.57853,0,0.02372,0.67396,0.32317,0.25962,0,1.10712,0.03753,1.32098,0,0.19251,0.78156,0,19.00815,2.00456,0.12875
t__SGB1861,1.437,0,1.84502,0.42687,0.30016,0,0,0.04005,0,0.02104,0.00597,0.00225,4.29764,0.06408,0.04512,0,0,1.07777,0,0.4011,0,3.5833,11.97453,0,0,0,8.42056,0,0,1.57188,0.36958,0,0,2.79204,13.60992,0,1.51941,1.94201,7.28671,0.36917,0,1.7057,0,0.995,0.7719,0,1.73201,0,0,0.00595,0.73545,1.83274,1.47472,1.89347,0,0,0,0.4714,0,0.84235,1.01658,4.05445,0,4.07122,0,2.38431,0,0,0.83568,0,0.74641,4.40814,0,0,0,7.25326,0,0.0441,6.63378,0,12.69404,0,0.49989,2.00365,13.58826,0.84475,0.00326,5.81315,3.66378,0,2.66213,0.11674,0,0,0,1.14606,1.95877,0.17557,1.43703,2.91936,0.95432,0,0.60386,1.27381,0,0,0.14874,2.65242,0.01013,5.06652,0.69655,0,2.09493,7.6254,9.02746,11.80863,4.98715,1.13341,0.01047,0.1617,0,1.90885,0,0.68395,0.07079,1.90758,0,0,0,0,11.79358,0,0,0,0.73734,1.62926,0,0.04688,2.86279,0,0.8738,0,0,0.49416,13.06842,1.33464,0.07471,0,0.01138,5.62346,0.5111,0.19699,0.11435,19.46733,2.10945,0.99157,0,0,0.10353,0
t__SGB1845,1.26891,0,0,0.66619,0,0,0,0,0,0,0,0,0.23044,0,0,0,0,0.84577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55598,0,0,0,0,0,0,0,0,3.05927,0,0,0,0,2.29465,0,0,0,0,0.31185,0,0,0,0,0,0,0.01228,0.2149,0,0,0,0,0.65202,0,0.59946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63315,0,0,0.73573,0,0,0,0,0,0,0.75732,0,0,0,0,0,0,0.13523,0,0,0,0,0,0,0,0.06029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67001,0,0,0,0,0,0.02452,0,0,0.25911,0,0,0,0,0
t__SGB4951,1.0879,0,0,0,0.00749,0,3.20376,0.04447,0,0.73154,0.85944,0,0.00498,0.3747,0.01211,0,1.01876,0,0,0.19256,0.49492,0,0,0.09189,0.04919,0,0,1.9742,0,0,0.28481,7.89095,0,0.10048,0,0,0,0,0,0.40328,0,1.00502,0,0,0,0.67967,0.08509,0,0.02272,1.02277,0,0,0,0,0.00365,0,0,0.0161,10.25891,0.04164,0.34176,0,0,0,0.41292,0,0,23.35301,0.15515,0,0,0,0,0,0,0.01051,0,0.27254,0.53779,0,0,2.14047,0.35482,2.5068,0,0,0.0517,0,0,9.72403,0,0.23004,26.14151,0,0,0,0,6.89029,0,1.0442,0,0,15.58894,0,0,0.261,0,0,1.66467,0,0,0.04924,0,0,0,0,0.01286,0.01623,0,0.0141,0,0,2.17827,1.9644,0,0.83786,2.90866,1.32613,0,1.63145,0,0,0,8.51116,0,0,0,1.50099,0,18.36195,0,0,11.84182,0,0,0,0,0.00839,0.62993,0,0,0,0.22818,0,0,0,15.41653,3.02365,0,6.48798
t__SGB1949,1.04312,0,0.71268,1.20229,1.1876,1.66667,1.31366,0.06395,0,0.96999,0,1.84894,0.80685,0.02863,0,0,0.40928,0.30627,0,0,0,0.05049,0,0,0.3863,0,0,0.02259,0,6.0074,0.08717,1.6108,2.35539,0,0,4.27712,0,0.64339,0.02111,0,2.49983,3.26102,0,2.19494,0.51734,0,0,0,0.00955,1.86816,1.15637,0.65005,0.15674,1.99264,0,0,2.11941,3.00402,0,0.04817,0.88495,0,2.62048,0,0,2.25389,0,0,0,0,0.27086,0,0,0,0,4.97778,0,0.4545,0.44968,0,0,0,0.05955,0.67581,0,0.66394,0.11695,1.63015,1.27691,0,0.23944,0,0,2.02155,2.30339,2.0689,1.39829,0.03645,2.21938,0.65508,1.22417,0,0,1.36253,0,1.81604,0,4.1951,0,3.01722,0,0,0,0,2.89711,0,0.07945,0.16818,0,0.22927,0,0,0,3.91602,0.35229,1.03966,0,0,0,0,0,2.19068,0,0.00457,2.62801,0.12897,0,0,0,0,0.13941,0.70179,0,0.06259,0,0.07818,0.13368,0.33095,0.45449,0,0,0.13068,0.10723,0,0.56096,0.92186,0,0,0.18873,0.51152
t__SGB1857,1.02377,0,0,0.49796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53884,0,0.91042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21986,0,0.16648,0,0.05226,0,0,0,0,0,0,0,1.32016,0,0,0,0,0,0,0,0.07169,2.76042,0,0,0,0,0.62531,0,0,0.60414,0,0.66374,0,0,0,0,0,0,0,0,0,0,0,0.01608,1.55994,0,1.1427,0.07669,0,0,0,0,0,0,0,0,0.00382,0,0.00954,0,0,1.50153,0,0,2.46956,0,0,0,0,0,0,0.67713,0,0,0,0,0,0,0.09672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39511,0,0,0,0,0,0,0,0,0,0.62634,0.12138,0,0,6.51279,0,0,0,0,0
t__SGB2295,0.97415,0,0.87248,0,0.33844,0.1178,0,0,0,0.28696,0,1.06252,0,0,0,0,0,1.6814,0,3.11314,0,0.01315,0,0.12187,0,0,0,0,0,0,0.03576,0,0,0,0,0,2.24085,0.2053,0,0.97122,0,0,0,0,0,0,0,0,0,0.34485,0.09791,1.87869,0,0,0,0,0,0,0,0.44998,0.5699,0,0,0.81993,0,0,0.0437,0,8.84659,0,0,0,0,0,0,0.01523,0,0.03032,0,0,0,0,0.13543,0.98307,0,0.61511,0.00573,0,0,0,0,0,0,0,0,0,0.05335,0.00805,0,0.4114,0,0,0,0,0,1.59001,0.13088,0,0,0,0,0,0,0,0.12626,0,0,0.12851,0.50498,0.18942,0,0.72499,0,0,0.49623,0.30472,0,0,0,0,0,0,0,0,3.71912,0,0,0,0,0,0.48389,0,0,0,0,0,0.15448,0.88089,0.09794,0,1.93071,0.3267,0.05671,0,0,0.13115,0,0,0.10483,0.17586
t__SGB4198,0.95334,0,0.14616,0.45082,0,0.06197,0,0,0,0,0,0,13.49344,0,0,0,0,0.3,0,0,0,0,0,1.15958,0,0,0,0,0,0.00996,0.0257,0,0.89039,0.02983,0,0,0.15506,0,0.01936,0,0.91718,0,0,0.0508,0,0,0,0,0,0,0.01266,0.27991,0,0,0,0,2.00398,1.20384,0,0.08378,1.40082,0,2.11007,0,0,1.66132,0,0,0,0,0.07896,0,0,0,0,0,0,0,1.45973,0,0,0,0,0.88003,0,0.87017,0,0,0.01438,0,0,0,0,1.87996,1.06252,0,0,0.14398,0,0,0.00059,0,0,0.03751,0,0,0,0.10362,0,1.93929,0,0,0,0,0.05724,0,0,0.07418,0,0.00546,0,0,0,0,0,2.11081,0,0,0,0,0,1.37552,0,0,0.31507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04101,0,0,0.00626,0.32484,0,0,0.00208,0
t__SGB9283,0.90559,0,0,1.47663,0,0,0,0.98348,0,0,0,0,0,0.053,0,0.33805,0,1.20085,0,0,0,0,0,0.29933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23042,0,0,0.25954,0,0,0,0,0,1.45941,1.48566,0,1.04041,0,0,0,0,0,0.50832,1.02511,0,0,0,0,0.90514,0,0,0,0,3.35569,0,0,0,0,1.20293,0,0.05062,0,0,0,0,0,1.30163,0,0.55937,0,0,0,0,0,0,0,0,0,0.96566,0.90922,0.05194,0,0,1.33146,0,0,1.11496,0,0,1.55899,0,0,0,0,0,0,0,3.9963,0,0,0.07184,0,0.01017,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.16781,0,0,0.03595,0,0,0,0,0,0,0,0,0.02704,0,0,0,1.00263,0.00441,0,1.65362,0,0,0,0.0094,0
t__SGB1790,0.90034,1.88962,1.2885,0.08089,0.88615,0.26041,0,0,0,0,0,1.78606,1.21949,0,0,0,0,0.47432,0,1.2441,0,0,0,0.43178,0,0,0,0,0.04708,0,0.18496,0,0,0,0,0,0,0,0,0.77906,0,0,0.7525,0,0,0,0,0,0,0,0.85312,1.15618,0,0.77968,0,0,0,0.86813,0,0.40749,1.76798,0,0,1.08304,0,0.74714,1.13089,0,1.481,0,0.20286,0,0,0,0,1.03783,1.41974,0.052,0.78562,0,0,0,0,0.73095,0,1.24294,0,2.03633,0.54627,0,0.09182,0,0,0,0,0,1.22614,0.02801,1.2906,0,0.35591,0,0,0.17812,0,0.39159,0.21176,0,0,0.16843,0,0,1.64428,0,0.15913,0,0,0.07253,3.12066,0.19262,0,0.48796,0,0.51995,0,0.46749,0,0,0,0,0,0,0,0,1.16432,0,0,0,0,0,0.87113,0,0,0,0,1.28823,0.12336,1.6819,0,0,1.0411,0.17346,0.08076,0,0.51761,0.25523,0,0,0.15886,0
t__SGB15316,0.5159,0,0.39827,2.1649,3.02072,0.97459,2.27543,0,0,1.86568,0,0.38927,0.52823,0.95547,0.27551,0,0.45656,3.86949,0,0.44788,0,0.03151,0,0.39995,0.246,1.40449,0,0.93735,1.18752,0,0.53504,0,0.10242,0.23771,0,0,0.68033,0.28957,0,0.37078,0.32489,0.02791,0,0,0,1.16068,0,0,1.07103,1.28047,0.34013,0.77339,1.86276,0.34759,0.09226,0,0.10614,2.36793,0,0.23465,0.60845,0,0.07385,0.17575,3.40657,3.43321,0,0.02403,0.0613,0,0.12981,0,0,1.77507,0.8229,0.14482,0,0.60297,0.53932,0.44041,0,0,3.85517,0.61505,0,0.11971,0.8463,1.77819,0,0,0,0,0,0.29634,0.04921,4.35074,0.1413,0.08122,0.10778,0,0.68669,3.87189,0,0.01864,18.86588,0,0.35762,0,0,0.03714,0.39037,1.46399,0.87777,0,0,0,0.00341,0.29045,0.02138,0.06696,0,2.73331,4.39063,4.15213,0.08003,2.05838,2.32265,0.92051,1.15308,0.99263,0,0.11366,0,0,0,0,2.43795,0,0,0,0.21909,17.48502,0,0,0,2.60955,0.08589,0.55113,0.57997,0,0.06034,0.81267,0.16822,0,0.44412,0.28432,0,3.66507,0.13396,0.18047
t__SGB1871,0.48486,0,5.02425,0.39697,0.2047,5.47831,0,0.08968,0,3.17233,0,5.20534,0,0.0741,0.34383,0,2.44762,1.34438,0,0.39132,0,0.02952,0,2.46171,3.15145,0.01629,0.14483,0.30091,0.17611,8.3544,10.96518,0.85539,3.04516,0.19178,0,21.66257,0,0.55649,0.02482,0.61233,0.98402,3.47003,0,4.42407,0.62174,2.31801,3.92969,1.82137,0,2.69522,0.88279,0.41765,0.23839,0.28218,0,2.82288,2.18377,0.01024,0,5.00669,0.75921,28.66828,2.37221,0.00276,4.53632,1.12205,0,0,0.49666,0.74277,0.44689,0,0,0,0,1.54491,0,2.62993,0.01561,11.57076,0,0,3.60167,1.0065,0,0.43504,0,0,8.03792,0,7.07655,0,0,2.06947,4.11582,0.36219,0.81253,0.26506,3.8845,10.16692,0.39465,3.14591,0,1.71705,0,1.03379,0.37603,4.84862,0,6.38657,14.77598,1.80516,3.05524,0,2.2025,0,0,0.57012,1.4056,0.24318,0,1.12124,5.56261,6.74959,2.71881,0,6.10355,0,6.77813,0,0,2.80595,0,0.00294,0.04933,2.44453,0,0,0,0,0.55882,8.18477,0.01027,5.80636,0,0.05941,0.16689,11.79855,3.25515,0,0.2344,0.32706,0.17847,0,0.87475,0,0,0.30127,0.21085,1.34414
t__SGB15260,0.45926,0,0,0.00204,0,0,0,0,0,0,0,0,0.0408,0,0,0,0,0.0514,0,0,0,0,0,0.16484,0,0,0,0,0,0,0,0,0.05609,0.02426,0,0,0,0,0,0,0.12911,0,0,0,0,0,0,0,0,0,0,0.13674,0,0,0,0,0.02187,0,0,0,0.22456,0,0.04423,0,0,0.11094,0,0,0,0,0.0052,0,0,0,0,0,0,0,0.01171,0,0,0,0,0.06889,0,0.20777,0,0,0,0,0,0,0,0,0.02098,0,0,0,0,0,0.00995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11288,0,0,0,0,0,0.03545,0,0,0,0,0,0,0,0,0.12294,0,0,0,0,0.06753,0,0,0,0,0,0.13943,0,0,0.02373,0.16083,0,0,0,0
t__SGB5792,0.44396,1.26448,0.82599,0.63657,1.5437,0,0.50373,0,0,1.15458,0,4.58663,0.60256,0,0,0,0.8683,0.74672,0,0,0,0.00354,0,0.103,1.2032,0,0,0.01041,0,0.55093,0.10573,0,0,1.03946,0,0,0,0.29436,0,0.05951,0,0,0.34617,0.85554,0,0,0,0,0,2.23614,0,0.72992,0.41382,0,0,1.84277,0,0,0,1.99032,0.80978,0,0,0,0,1.05983,0,0,0,0,0.14573,0,0,0,0,2.49676,0.56264,0.92926,1.3533,1.19296,0,0,0.06866,0.44616,0,1.35129,0,0,0.01728,0,0,0,0,0,0,0,0,0.05136,0,0,0.19919,0,0,1.06382,0,0.12078,0,0.82673,0,0.42307,0.67385,0,0,0,0.27513,0,0,0.1009,0,0,0,0,0,0,1.66694,2.2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73539,0,0,0,0,0,0,0,0.95756,0,0,0.97593,0,0,0.8816,4.38699,0,0,0,1.23876
t__SGB15132,0.40744,1.95794,0.11799,0.03555,0.23162,0.00237,0,0,0,0.02951,0.54131,0.15671,0.01497,0.04247,1.92404,0,0,0.37433,0,0,1.34173,0.22168,0.51527,0,0.03505,0.03409,0.10403,0,0,0.14988,0.10709,1.37255,0.24443,0,0.04293,0.92934,0.0168,0.56709,0.74309,0.00558,0.62589,0.55175,0.13513,0.6623,0,0.05926,0.04023,0,0.32398,0.06439,0.15922,0.286,1.56885,0,0.11661,0.14574,0.32415,0,1.69907,0.23404,0.09031,2.17718,0.37416,0.18744,0.30289,0.07417,0,1.17141,0.0018,0,0.05671,0.92497,0,0.1234,0,0.46498,0.13461,0.02935,0.0975,0.28114,0.40837,1.62688,0.38273,0.1302,0.1991,0.21744,2.41394,0.22389,0.21775,0.80178,0.34735,0.51915,0.89594,0.43278,0.27341,0.35116,0.01387,7.10889,0.89002,0.48663,0.25153,0,0.13145,0.39222,1.87527,0.03476,0.02479,0.57373,0.82592,0,0,0,0.00346,0.10047,0,0.75869,0.08565,0.05022,0,0,0,0.37491,0,0,0.13652,0.23956,0.04643,0.37983,0,1.06832,0.17969,0.97246,0,2.13166,0,0,0.47052,0.19254,0.28893,4.22796,1.38054,0,3.03244,0.46231,0.24136,0,0,0.04196,0.00873,0.34689,0,0.15859,0,0.79495,0.02542,0.05294,2.15857,0.10446,0,0.04768
t__SGB15254,0.34615,0,0,0.00818,0,0,0,0,0,0,0,0,0.74698,0,0,0,0,0.02335,0,0.31871,0,0,0,0.08389,0,0,0,0,0.75599,0,0.01531,0,0,1.61149,0,0,0.34323,0,0,0.32469,0,0,0,0,0,0,0,0,0,0,0,0.66639,0,0,0,0,0,0.1617,0,0.07102,0.36793,0,0,0,0,0.50208,0,0,0.22944,0,0,0,0,0,0,0,0,0,0.98768,0,0,0,0,0.20458,0,0.43022,0,1.12476,0,0,0,0,0,0,0,0,0,0.00518,0.65987,0,0.04503,0,0,0.04785,0,0,0.02794,0,0,0.21885,0,0,0,0,0.2522,0,0,0.03199,1.82092,0.46423,0,0.42682,0,0.11422,0,0.17456,0,0,0,0,0,0,0,0,1.22314,0,0,0,0,0,0,0,0,0,0,0,0.11422,0,0,0,0.31192,0.37855,0.04456,0,0,0.522,0,0,0.11925,0
