Abundance,SAMN08049672,SAMN08049695,SAMN08049714,SAMN08049741,SAMN08049706,SAMN08049711,SAMN08049696,SAMN08049774,SAMN08049635,SAMN08049632,SAMN08049768,SAMN08049646,SAMN08049737,SAMN08049675,SAMN08049730,SAMN08049630,SAMN08049621,SAMN08049679,SAMN08049628,SAMN08049704,SAMN08049757,SAMN08049735,SAMN08049686,SAMN08049725,SAMN08049747,SAMN08049661,SAMN08049731,SAMN08049629,SAMN08049770,SAMN08049709,SAMN08049745,SAMN08049634,SAMN08049693,SAMN08049698,SAMN08049697,SAMN08049655,SAMN08049775,SAMN08049699,SAMN08049623,SAMN08049759,SAMN08049669,SAMN08049729,SAMN08049749,SAMN08049776,SAMN08049717,SAMN08049716,SAMN08049740,SAMN08049666,SAMN08049761,SAMN08049739,SAMN08049754,SAMN08049712,SAMN08049701,SAMN08049636,SAMN08049760,SAMN08049744,SAMN08049746,SAMN08049660,SAMN08049772,SAMN08049631,SAMN08049733,SAMN08049755,SAMN08049642,SAMN08049644,SAMN08049756,SAMN08049674,SAMN08049773,SAMN08049718,SAMN08049764,SAMN08049688,SAMN08049670,SAMN08049687,SAMN08049627,SAMN08049752,SAMN08049734,SAMN08049763,SAMN08049622,SAMN08049668,SAMN08049722,SAMN08049692,SAMN08049707,SAMN08049727,SAMN08049650,SAMN08049648,SAMN08049762,SAMN08049640,SAMN08049677,SAMN08049682,SAMN08049719,SAMN08049671,SAMN08049685,SAMN08049736,SAMN08049691,SAMN08049656,SAMN08049765,SAMN08049724,SAMN08049684,SAMN08049618,SAMN08049750,SAMN08049700,SAMN08049681,SAMN08049738,SAMN08049715,SAMN08049659,SAMN08049645,SAMN08049619,SAMN08049683,SAMN08049702,SAMN08049651,SAMN08049690,SAMN08049637,SAMN08049751,SAMN08049643,SAMN08049766,SAMN08049680,SAMN08049723,SAMN08049676,SAMN08049641,SAMN08049767,SAMN08049620,SAMN08049720,SAMN08049728,SAMN08049713,SAMN08049647,SAMN08049721,SAMN08049705,SAMN08049703,SAMN08049710,SAMN08049625,SAMN08049748,SAMN08049664,SAMN08049624,SAMN08049708,SAMN08049649,SAMN08049662,SAMN08049732,SAMN08049743,SAMN08049633,SAMN08049758,SAMN08049742,SAMN08049657,SAMN08049654,SAMN08049658,SAMN08049694,SAMN08049726,SAMN08049665,SAMN08049678,SAMN08049626,SAMN08049653,SAMN08049652,SAMN08049771,SAMN08049753,SAMN08049673,SAMN08049663,SAMN08049667
s__Blautia_massiliensis,,0.65641,4.63013,0.76956,0,0.50206,0,0.72595,0,2.85106,0.54032,2.25283,0.23772,0.67841,0,0.05891,0.04613,1.3374,1.77486,0.04254,0,0.10655,4.76738,0.59273,0,0.67593,0.93861,1.36603,0.6682,0,0.49977,0.3318,1.55269,0,0.11394,0.53799,0.46188,0,0,1.00883,0,0,0,0,0,0,0.25661,1.45506,0,0.13353,0.31788,0.99074,2.15914,0,0,1.04474,0,4.13802,0.21145,0,0.18571,0.00312,0.7273,1.98731,0,0,0,2.48071,1.03186,0.2063,2.68761,0.24393,0,0,0.02734,0.20132,0.85565,0,1.17958,0,0,2.59596,2.06145,2.02685,0.8568,3.04978,6.38605,0,0,0.29524,0.12536,0.29366,0,1.60658,0,0,0,0.26394,7e-05,0,0,0,0,0.57614,2.1974,0.65672,0,0,0,6.72738,2.41829,0,0.57915,0.17499,0,0.02243,0,0,0,1.84819,0,0.00128,0,6.39974,0,0,0.74286,0.00023,0.40825,0.00442,0,0,0.77107,2.3758,0,0,1.40937,0.13716,0,0.43591,0.13601,0.96582,0.76117,0,0.84047,0,0.67895,0,0.90304,0.0452,3.58154,0.03939,0.05811,0,0
s__Clostridium_fessum,,0.60007,0,0.25597,0,0,0,0.49452,0,0,0.13857,0,0.02087,0.0024,0,0.14381,0,0.04889,0,0,0,0.51681,0.04894,0.02719,0,0.29827,0.16745,0,0.57707,0,0.33812,0.98746,0.20556,0,0,0,0.91705,0.08003,0,0.60503,0,0,0,0.94395,0,0,0,0.02534,0,0,0.06425,0.19876,0.1651,0,0,0.51063,0,0.01733,0,0.34796,0.05446,0,0.17116,0.11475,0,0,0,0,0,0,0.1775,0.00481,0,0,0.01757,0,0.92125,0,0.99172,0,0,0.55239,0.04168,0.43506,0.16893,0.10696,0,0,0,0.04433,0,0.87201,0,0.14537,0,0.13818,0.32633,0,0,0,0.0566,0,0,0.42298,0.35665,0.28087,0,0,3.02913,0,0,0,0.03609,0,0,0,0,0,0,0.04704,0,0,0.00284,0.02429,0,0,0.1497,0,0,0,0,0,0,0,0,0,0.54152,0.09606,0,0.08812,1.18609,0.46331,0.29114,0.04526,0.37979,0,0.02712,0.00257,0.01154,0.29723,0,0,0.10702,0,0
s__Coprococcus_comes,,0.5408,0,0.30996,0,0.14122,0,0.15601,0,0.76128,0,0.48191,0.42454,0.20614,0,1.01587,0,0.31696,0.55648,2.68027,0,0.91771,0.34565,0.26023,1.40144,0.49854,0.39653,2.25968,0,0,0.25968,1.01947,0,0,0,0.96945,0.42276,0,0,0.80868,0,0,0,1.77243,2.83417,2.86126,0,0.35162,0,0.95147,0,1.18093,0.85447,0,0,0,0,4.41277,0.42895,0,0.55846,0,0.36663,0.06266,0,0,0,0.72466,0.27786,0,2.40391,0.00148,0,0,0.57182,0,0,0,0.13491,0,0,0.63277,1.36463,0.87437,0.53225,0.60927,0,3.21203,0,0,1.18334,0.76646,1.7092,1.79746,0,1.03064,0,0,0,0,0,0,1.18599,0.89051,0,0.94707,8.39163,0,0,0,0,0,0.82649,0.50404,0,0.88271,0,5.50831,0.33206,0.12088,0,0,1.33255,1.11283,0,0,0.36631,0,0.31664,0,0,0,0,0,0,0,0.60917,1.31738,0,0,0.94764,0.78546,0.53156,0.23296,0,0.01586,0.68101,0,1.0272,0.32033,0,0,0.6263,0,0
s__Clostridium_sp_AM22_11AC,,0.52931,0,0.36243,0,0,0,2.1017,0,0.38505,0.03933,0,0.05298,0.19148,0,0,0,0.00986,0,0,0,0.24783,0.01681,0.02559,0.02791,0.05701,0.1653,0,0.92205,0,0,0.33216,0,0,0,0.01874,1.48629,0,0,0.26362,0,0,0,0.18749,0,0,0.37843,0.00387,0,0,2.08991,0.00458,0,0,0,0,0,0,0.00156,0.03921,0.00644,0,0.07958,0.04892,0,0,0,0.00027,0,0,0,0,0,0,0.10306,0,0,0,0,0,0,0,0.00793,0.10531,0.05332,0,0,0,0,0.02489,0,0.10488,0,0,0,0,0,0,0,0,0,0,0,0.01284,0.16112,0,0,0,0,0,0,0,0.02664,0,0,0.14091,0,0.50688,0,0.00739,0,0,0,0.01474,0,0,0,0,0,0,0,0,0,0.01357,0,0,0.24114,0.0077,0,0,0.4456,0.12711,0.14125,0,0.0622,0,0,0.22425,0.01475,0.03094,0,0,0.00241,0,0
s__Acidaminococcus_intestini,,0.45575,0,0,0,0,0,0,2.55055,0,0,0,0,0,0,0,0,1.26423,0.42464,0,0,0,0,0.08179,0,0.44776,0,0,0,0,3.66901,0,0,0.89897,9.51293,0,0,0,0,0,0,0,0,0,1.31418,0,0,0,0,0,7.95821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2076,0.01224,0,0,0,0,0,0,0,1.87772,0,0,0,0,0,6.28597,0,0,0,0,0,2.3538,0,0,0,3.94202,0,0,0,0,0,0,0,0,0,0,0,0,2.60675,0,0,0,0,0,0,0,18.19623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97177,0,0,0.02004,2.81268,0,0,0,8.03563
s__Lacrimispora_amygdalina,,0.40102,0,0.41961,0,0,0,0.18974,0.04954,0.10883,0.05183,0.06827,0.02798,0.0014,0,0.31238,0.0368,0.01202,0,0,0,0.46872,0.00594,0.01146,0,0.02757,0.1224,0,1.68505,0,0.21752,0.02112,0,0,0,0,0.17395,0.02887,0,0.17983,0,0,0,0,0,2.27712,0.46339,0,0,0.00835,0.00342,0,0.00819,0,0.00541,0,0,0.04033,0,0.03955,0.05974,0,0.08588,0.05895,0,0,0,0.00259,0.09234,0,0,0,0,0,0.02136,0,0.00601,0,0.00078,0,0,0.52853,0,0.08356,0.14517,0.00384,0,0,0,0.00347,0,0.46902,0.07097,0.00658,0,0.89922,0.23939,0.26147,0,0,0,0,0,0.13668,0.06043,0.69192,0.09619,0,0,0,0,0,0,0,0,0.08418,0,0,0,0.00518,0,0,0,0,0,0,0,0,0,13.96224,0,0,0,0,1.80589,0,0.47019,0.00076,0,0,0.37236,0.0464,0.06921,0.66426,0.12633,0,0,0,0.03719,0.03528,0,0.0116,0.0242,0,0
s__Clostridiales_bacterium,,0.36732,0,0.04128,0,0.00258,0,0.09122,0,0.01075,0.15259,0.03594,0.0637,0.56535,0,0.1254,0.86337,0.56878,0,0,1.17052,0.2067,0.11621,0.10399,0.47112,0.0397,0.05197,0,0,0,0.0247,0.04277,0.41025,0.50031,0.40192,0.02352,0.07176,0.0644,0,0.38304,0,0,0,0.43762,1.1306,0,0.04821,0,0,0.39648,0.24126,0.07834,0.02896,0,0,0,0.01434,0.13717,0.02317,1.81352,0.00715,0,0.04371,0.06241,0,0,0,0.04088,0.11979,0,0,0.16645,0.28856,0,0.01942,0.91405,0.06755,0,0,0,0,0.00492,0.01153,0.05692,0.15229,0.20672,0.06551,1.45388,0,0.08163,0,0.03541,0.25299,0.1796,0,0.30091,0.08121,0,0,0,0.0257,0.57118,0.03164,0.01422,0.12977,0.1187,0.01243,0,0,0.02709,0.01452,0,0.21225,0.18243,0,0.01815,0,0,0.01856,0.0013,0.6812,0,0,0.02171,0,0,0.04505,0,0.60717,0,0,0,0,0.03292,0,0,0.46095,0,0,0.00296,0.00074,0.04385,0.00828,0.16177,0.70487,0.47115,0.23855,0.30856,0,0.02504,0,0,0.00638,0,0
s__Ruminococcus_lactaris,,0.34052,0,0.33675,0,0,0,1.52651,0,0,0.63282,0.94127,0,0,0,2.23981,0,0,0,0.04923,0,0,0.11901,0,0,0.20981,0.31097,0,0.5293,0,0,0,0.89202,0,0,0,0.41873,0,0,0.94438,0,0,0,0,0,0,0.74091,0,0,0.52834,0.11305,0.32813,0.27547,0,0.09913,0,0.26138,2.44943,0,0,0,0,0,0.62198,0,0,0,0.22814,0,0,0.09222,0,0,0,1.28361,0,0,0,0.02817,0,0,0,0.46394,0,0.13079,2.14303,0,0,0,0,0,0,0,0.43102,0,0,0.09784,0,0,0,0,0,1.04708,0.55079,0.96771,0.45815,0,0,0,0,0,0,0.20435,0,0,0.10797,0,0,0,0,0,0.00032,0,0.64322,0,0,0.01106,0,0,0,0,0,0,0,0,0,0.59149,0,0,0.241,0.24797,0,0.18442,0.09486,0,0,0,0,0,0.83038,0,0,0,0,0
s__Anaerobutyricum_hallii,,0.33753,0,0.30648,0,3.76477,0,0,0.07542,1.12984,0.04774,1.54107,0.80336,0,0.0686,0.532,0.47117,0.58555,1.70773,0,0,0.04273,0.76615,0.37772,0,0.17244,1.16265,1.17634,0.77206,0,0,2.90332,0.78299,0,2.538,1.22391,1.31602,0,0,0.54045,0,0,0,0,4.66444,0.89391,0.15217,1.72078,0,0.03925,0.28784,0.71585,0.91549,1.44414,0.74073,1.03456,0,0,0.08737,1.67556,0.47392,0,0,0,0,0,0,0.76055,0.49381,0,0,1.72163,0,0,0.14799,0.30178,2.1535,0,0,0,0,0.6516,1.69736,1.6836,0.10869,0,0,0,0,0.72438,1.70867,2.07008,0,1.97963,0,0,0.62903,0,0.00112,0,0,0,4.68136,1.22013,0.13956,0.09322,0,0,0,0,2.30616,0,0.54825,0,0,0.17936,0,0,0,0.41,0,0,0.85687,2.15651,0,0,0.69545,0,0.55126,0.00102,0,0,0,2.55642,0,0,0.88511,2.95273,0,0.48347,1.30974,0.82987,0.1841,0.7182,0.99782,0,0.45881,0,1.17214,0.14196,0,0.56221,1.95926,0,0
s__Dysosmobacter_welbionis,,0.29242,0,0.04753,0,0,0,0.34185,0,0,0.25802,0.45135,0.15614,1.41129,0.22367,0.35182,0.42558,0.68493,0.30258,0.16658,1.45718,0.12236,0.10161,0.12273,0.56168,0.15846,0.44479,0.16341,0,0.62238,0.56499,0.23377,1.19314,0.24866,0.0989,0.0573,0.11229,0.05489,0,0.04769,0,0,0,0.12571,0.21622,0.13296,0.44724,0,0,0.89156,0.18226,0.68315,0.15828,2.39857,0,0.48893,0.05771,0.41477,0.01723,1.81993,0.00506,0.04813,0.11087,0.14419,0.13389,0,0.80148,0.12347,1.40793,0,0.12181,0.07956,0,0,0.03624,0.11341,0.62513,0,0,0,0,0.10531,0.01103,0.22788,0.09434,0.03257,0.11002,0.32785,0,0.39771,0.0028,0.0023,0.19432,0.07594,0,0.09453,0.90594,0.1106,0,0,0.36372,1.04356,0.0254,0.08858,0.3612,0.04973,0.02193,0.16639,0,2.12713,0.01571,0,0.34433,0.06467,0,0.1887,0,0,0.37763,0.04127,1.37666,0,0.00722,0.0548,0.04224,0,0.3983,0,0.18749,0,0,0,0,0.368,0,0,0.20135,0.11635,0,0.33315,0.2424,0.47627,0.11388,0.30688,0.61761,0,1.0722,0.42726,0,0.10151,1.55596,0,0,0,0
s__Bacteroides_thetaiotaomicron,,0.28191,0,0.11337,0,0,0,0.18051,0.01607,0.04941,0,0.47906,0.18026,0,6.04279,0.57497,0,0,0.0641,0,0.04924,0,0.01771,0.02614,0.56104,0.1047,0.20612,0.01083,0.12597,0.03646,0.09605,0,0.37763,0.18208,0,1.05047,0.1968,0,0,1.61435,0,0.00359,0,0.19768,0.29711,1.08943,1.68225,0.04131,0,0.00243,0,0.03865,0.03599,0,1.03414,6.39029,0.01009,0,0,0,1.43882,0,1.33727,0.03812,0,9.87036,0,0.04564,0,0,0.40917,0,0,0,0.00376,1.98763,0.34627,0,0.0051,0,0,0.02078,0.25314,0.10059,0.38629,0.03445,0.00622,0,0,0,0.00541,0.12399,0,0.01146,0,0.76693,2.94802,0,0,0,0,0.00226,0.00126,0.04463,0.1125,0.22903,0.18837,0,0,0.38457,0,0,0.0249,0.21525,0,0.21046,0,0,0,0,0,0,0.00204,0.06293,0,10.36697,0,0,0.26686,0,0,0,0,0,0,0,0,0.06084,0,0.07109,1.22316,0,0.15,0,0,0,0,2.66908,0,0,3.26536,0,0,0,0
s__Ruminococcus_torques,,0.27983,0.2777,1.80975,0,0.43264,0,0.20587,0,1.20816,0.25259,3.46386,0.29785,2.49148,0.86295,0.02868,4.11562,0.93281,0,0.01628,0,0.45543,0.95391,0.8577,0,0.3218,0.85599,0.63173,0.28129,7.06884,0.21276,6.49854,0.91218,4.55255,3.23548,0,0.08833,1.18564,0,2.28966,0,1.77162,0,2.03041,8.72846,0,0.14706,0.66596,0,2.8967,1.52493,0.78221,1.08594,0,4.08699,0,0.03771,1.02423,0,0.77644,0.32831,0,1.268,0.93907,0,0,0,1.42337,0.13945,0,2.76648,0.08176,0.20119,0,0.31825,1.64934,0.54854,0.03155,1.59554,0,0,0.65585,2.37462,1.40727,0.35056,11.36327,0.92489,0,0,1.16485,1.35943,0.99907,5.41447,1.40187,0.82942,0,0,0,0,0,1.82679,7.9062,1.96217,0.5056,0.34248,0,1.71515,4.23179,0,3.47657,3.60769,0,0.65258,0.77413,0,0.12728,0,3.34965,1.345,0.15141,0,0,3.53409,2.73855,0,0,1.49956,0.0023,3.74806,0.00077,0,0,0,5.26385,0,0,0,1.75968,0,0.42359,2.68709,2.20448,1.88162,0.30987,0.34609,1.69206,1.04295,0.07781,0.4417,0.68522,0,0.41793,0.97973,0,0
s__Faecalibacillus_faecis,,0.26989,0,0.0255,0,0,0,0,0,0,0,0,0.07511,0,0,0,0,0.32018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83997,0,0,1.17217,0,0,0,0,2.86629,0,0,0,0,0,0,0.01704,0,0,0,0,0,0,1.10393,0.10026,0,0.00752,0,0,0,0.00038,0,0,0,0,0,0,0,0,0.65808,0,6.60425,0,0,0,0.04582,0,0,0,1.84552,0,0.4329,0,0,0,0,0,0,0.76103,0.95061,0,0,0,0,0,0,0,0,0.32867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96079,0,0,0,0,0,0,0,0,0,0.12767,0,0,0,0,0,0,0,0,0.29608,0.11746,0,0,0,0,0
s__Clostridiales_bacterium_KLE1615,,0.26897,0.40132,0.20378,0,0.24505,0,0.08722,0,0.55451,0.24233,0,0.03108,0.08361,0,0.26497,1.11681,0.34069,0.76694,0,0,0.41099,0.17417,0.16162,0,0.07997,0.36504,0,0.77631,0,0.18504,0.28083,0.01419,0,0,0,0.25959,0,0,0,0,0,0,0.31855,0,0,0,0.23029,0,0.24515,0.01959,0.16226,0.36548,0,0,3.46088,0,0.0784,0,0,0.53864,0,0.47068,0.33478,0,0,0,0.16517,0.02904,0,0,0.04054,0,0,0.28349,0.01054,0,0,0.04499,0,0,0,0.46113,0.39375,0.48645,0,0,0,0,0,0.01062,0.34949,0.11439,0.48494,0,0,0,0,0,0,0,0,0,0.16518,0.35437,0.33141,0,0,0,0,0.1769,0,0.19495,0,0,0.84937,0,0,0,0.00597,0,0,0.23631,0.7538,0,0,0.11588,0,0,0,0,0,0,0.00596,0,0,0,0.26514,0,0.0552,0.1504,0.06099,0.2041,0.59213,0.32176,0.00605,0.02131,0,0.12865,0.2714,0,0.01914,0,0,0
s__Eubacterium_ramulus,,0.25967,0,0.14963,0,0.21564,0,0.20791,0,0.25744,0,0,0.32364,0.14095,0.90192,0.07897,0,0.05676,0,0,0.08176,0.70837,0.0019,0.02896,0.55619,0.03357,0.10951,0,0.34653,0,0,0.01919,0,0,1.44681,0.0695,0,1.2973,0,0.30609,0,0,0,2.22739,0,0,0,0.21712,0,0.08886,0,0.11829,0.20691,0,0,0.50654,0,0,0,0.25192,0.8229,0,0.13571,0,0,0,0,0.14047,0.07611,0,0,0.04097,0,0,0.08151,0,1.52999,0,0.14495,0,0,0,0.29282,0.3296,0.08998,0,0,0,0,0,0.2703,0.44338,0,1.44279,0,0,0,0,0,0,0,0,0,0.09194,0.42987,0.25182,0,0,0,0,0.70192,0,0.0485,0,0,0.02474,0,0,0,0,0,0,0.59192,0.2661,0,0,0.08418,0,0,0,0,0,0,0,0,0,0.38441,0.07446,0,0,0.21495,0.63159,0.04783,0,0.00583,0,0.00496,0,0.22753,0.19157,0,0,0,0,0
s__Collinsella_aerofaciens,,0.25848,0,0,0,2.37939,0,0,0,0.33701,0,3.58893,0.52608,0.78589,2.35086,1.2399,0,1.25699,2.30322,22.05827,0.28633,0.26255,1.44071,1.20467,0,0.74135,1.13163,7.67312,0.46044,0,1.92214,2.16195,3.59218,0.63055,3.32181,1.19057,1.85432,4.27968,0,0,3.89199,0.12225,0,2.09396,0,2.9111,0.70029,1.49534,0,0.00055,0,1.66155,1.11893,3.67023,0,0,0.15403,0.65906,1.70107,0,0.70589,0.0531,0.66008,0,0,0,0,1.92203,0.60118,0,0,6.8359,0,0.00138,0.25614,2.89245,1.85767,0.39637,0,0,0,0,2.58652,0,2.92749,4.38106,11.14818,3.84624,0,0.62451,1.23356,0.54327,0,0,0,0,6.47694,0,0,0,0,0.00072,0,1.8847,0,0,0,0,0,0,10.17972,0,0.5827,1.59049,0,0.47101,0,0.87674,0,0.00173,0,0.00569,0.71436,6.25234,0,0,0,0.00216,3.86758,0.00179,0,0.00073,0,0,0,0,0.0003,1.34167,0.00031,1.12975,0.67453,0,1.95738,0,0,0,1.88948,0,2.6436,2.46459,4.10185,0.00094,0,0,0
s__Eubacterium_ventriosum,,0.23677,0,0.06917,0,0,0,0.34146,0,0.32244,0.12438,0,0.35397,0,0,0,0.58176,0.2164,0.5713,0,0,0.45676,0.06967,0.29017,0,0.1187,0.21316,0,0.10715,0,0,0,0,0,0,0.40482,0.27967,0,0,0,0,0,0,0,0,0,0,0.2839,0,0.37406,0,0.18551,0,0,0,0,0,0,0,0.03392,0.0086,0,0.53165,0,0,0,0,0.09893,0,0,0,0.98784,0,0,0.00772,0.36599,0,0,0,0,0,0,0.08082,0.29815,0.22755,0.0691,0,0,0,0.32084,0,0.00524,0,0.73016,0,0,0,0,0,0,0,0,0,0.12455,0.06219,0.16726,0,0,0,0,0,0,0,0.01864,0,0.19325,0,0,0,0.00074,0,0,0,0.32194,0,0,0.14409,0,0,0,0,0,0,0.03006,0,0,0.70658,0.17846,0,0.29903,0,0.03826,0.50034,0,1.22145,0,0.0829,0,0.25382,0,0,0.01455,0,0,0
s__Parabacteroides_distasonis,,0.22823,0,0.20734,0,0.002,0,0,0.15394,0,1.99178,0.43889,0.67566,0.00144,2.20686,0.00112,0,0.00141,0.19205,0,2.30172,2.2711,0.05318,3.35339,0.93311,0.59069,0.79856,0.03507,0,1.0103,0.35988,0.18101,0,6.01328,0.133,0.43726,1.57963,0,6.07216,2.37165,0,25.34687,0.00232,1.6285,0.83731,0.32412,1.22856,0.00918,0,2.47556,0.00094,0.30383,0.34035,0.58773,0.75056,2.97375,2.57025,0.02412,0.09805,0.00077,3.62297,27.02786,1.1415,0.03688,2.60658,2.37352,0,0,1.01325,0,0.16845,0.13366,0,0.00198,0.04561,1.3518,0.2604,0,0.01422,0,0,0.10507,0.1155,0,0.47802,0.10257,0.09314,1.37025,0,0.94747,0.00413,0.05989,0,0.00367,20.28793,0.28891,0.00052,0,0.00132,0,0.30713,8.69894,0.01079,0.01626,0.05374,0.09867,0.15767,0.43745,0,0,0,0.00276,0.10605,0.10527,0,0.52626,0,0.00825,1.19308,0.00361,0,0.00341,0,0.03995,0,0,0.80129,0.00526,2.29632,0.00496,0,0.00102,0,0,0,0,0.00113,0.17291,0.00263,0.36164,0,1.36207,0.05135,0,0.00133,0,0.16738,0,0.0028,0.15276,4.08846,0.00173,0.00624,0,0
s__Lachnospiraceae_bacterium_Marseille_Q4251,,0.21646,0,0.0826,0,0,0,0.11359,0,0.10661,0.02668,0,0.01512,0,0,0,0,0.14418,0.55125,0,0,0.17903,0,0.0253,0,0.07683,0.04152,0,0.31209,0,0,0.02244,0,0,0,0.02691,0.10781,0,0,0,0,0,0,0.18978,0,0,0.01687,0.28685,0,0.02432,0,0.04035,0.12068,0,0,0,0,0.15435,0.01128,0,0.04667,0,0.08729,0,0,0,0,0.16378,0.02868,0,0,0.12037,0,0,0.10743,0.08164,0,0,0,0,0,0,0.08478,0.1968,0.05067,0,0,0,0,0,0.01737,0.07885,0.08227,0.31493,0,0,0,0,0,0,0,0,0,0.17961,0,0.10891,0,0,0,0,0,0,0.16279,0,0,0.0403,0,0,0,0,0,0,0.10325,0.02381,0,0,0.03727,0,0,0,0,0,0,0,0,0,0.09226,0.07126,0,0.0998,0.15118,0.03503,0.14037,0,0,0,0.07747,0,0.42042,0.05917,0,0,0,0,0
s__Faecalibacillus_intestinalis,,0.21425,0,0.14032,0,3.44808,0,0.06234,0,0,0,0,0.1589,0,0,0.32767,0,0,2.64329,0.34,0,0,0.05282,0.04469,0.05634,0.06125,0.34363,0.48795,0.31533,0,0,0,0,0,0,0.08796,0.19591,0,0,0.58439,0,0,0,0,0,0,0,0.03708,0,0,0,0,0.18255,0,0,0,0,0,0,0.94816,0.05211,0,0,0.04365,0,0,0,0,0,0,1.17813,0.22925,0,0,0.08995,0.30261,0,0,0,0,0,0.38937,0.42702,0,0.27192,0,0,0,0,0,0.0095,0.15429,0.0711,0.36244,0,1.31509,0,0,0,0,0,0,0,0,0.2999,0.24718,0,0,0,0,0,0,0.05216,0,0,0.13999,0,0,0,0,0,0,0.38728,0,0,0,0.43655,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0.34506,0.11845,0,0.65665,0,0,0.36893,0,0,0.1367,0,1.01967,0,0,0
s__Blautia_faecis,,0.19909,0.33855,0.33035,0,0.71936,0,0.4106,0.30169,0.42838,1.05145,0.76323,0.02614,0.06411,0,0.46717,0.07641,0.1369,0.75579,0.83755,0.055,0.22371,0.16793,0.17553,0.64398,0.74994,0.45752,0.13897,0.11742,0,0.21034,0.63489,0.47136,0,0.25917,0.78397,0.16377,4.01544,0,0.06039,0,0,0,0.86981,0,0.62037,0.2752,0.15457,0,0.76566,0.05145,0.5058,0.31203,0.67845,2.25076,0.10432,0,0.85311,0.01576,0,0.17123,0,0.22899,1.98637,0,0,0,0.41219,0.39842,0,0.27719,2.58783,0,0,0.05554,0.09065,0.63426,0,0.35959,0,0,1.02969,0.3647,0.31072,0.38677,0,0.11375,0,0,1.16434,0.33755,0.07697,0.06362,0.63492,0,0.70308,0.55492,0,0.18046,0,0.15843,0.04621,2.19361,1.46931,0.28335,1.27928,1.10655,0,0,5.5028,0.58381,0,0.75354,0.47895,0,0.81218,0,0.26981,0.69214,0.15211,0,0,1.31363,0.55143,0,0,0.55569,0,0.06755,0,0,0,0,0.73822,0,0,0.18871,1.0128,0,0.09313,0.29958,0.57438,0.35216,0.69457,0.99927,0,0.35863,0.32456,0.12737,0.09975,1.64686,0.00547,1.8239,0,0
s__Clostridium_sp_AM33_3,,0.14664,0,0.13546,0,0,0,0.31435,0,0,0,0,0.0142,0,0,0,0,0.00419,0,0,0,0,0.00072,0,0,0.03689,0.08397,0,0.04022,0,0,0.00483,0,0,0,0,0.23083,0,0,0.12711,0,0,0,0,0,0,0,0,0,0,0.01934,0,0,0,0,0,0,0,0,0.00454,0.0171,0,0.09574,0,0,0,0,0,0,0,0,0,0,0,0.05044,0,0,0,0,0,0,0,0.01268,0.0625,0,0,0,0,0,0,0,0.09232,0,0.01087,0,0,0,0,0,0,0,0,0,0,0,0.09089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06498,0.12491,0.01993,0,0.35474,0,0,0,0,0,0.0618,0,0,0,0,0
s__Anaerobutyricum_soehngenii,,0.14284,0,0,0,0.09396,0,0.15679,2.11533,0.1032,0.48192,0,0.02923,0.34685,0,0,0,0.12782,0,0,0,0.26105,0.06764,0,0,0.90736,0.00902,0,0,0,0.22787,0.01445,0,0,0.01369,0.02346,0.10102,0,0,0,0,0,0,0.18198,0,0,0.01173,0.01087,0,0.38009,0.01765,0,0.03779,0,0,0,0,0,0,0,0,0,0.74861,1.31837,0,0,0,0,0,0,0.64221,0.0137,0,0,0.00083,0,0,0,0.65408,0.71024,0,0,0.094,0.19116,0.7852,5.72024,0.55524,0,0,0,0.05914,0,0,0.06378,0,0,0.28575,0,5.17732,0,0,0,0,0,0.81302,0.45117,0,0,0,0,0,0,0.00465,0.191,0,0.44498,0,0,0,0.08401,0,0,0.67546,0,3.49383,0.1429,0.26162,0,0,0,0,0,0,0.00278,0,0,0,0.24512,0,0.00025,0.03434,0,0.92765,0.03697,0,0,0.23122,0.86146,0.02253,1.23692,0,0.00204,0,0,0
s__Clostridiaceae_bacterium_AF18_31LB,,0.14051,0,0.25743,0,0,0,0.00805,0,0.0406,0,0,0.00567,0.00085,0,0.29549,0,0.03271,0.58963,0,0,0.23481,0.03738,0.02496,0,0.08391,0.38648,0,0.21869,0,0,0.04802,0,0,0,0.04964,0.19518,0,0,0.11427,0,0,0,0,0,0,0.30662,0.01947,0,0,0,0.0126,0.03271,0,0,0,0,0.00894,0,0,0.02023,0,0.28388,0,0,0,0,0,0,0,0,0.05009,0,0,0.07903,0,0,0,0.21396,0,0,0,0.01149,0.2748,0,0.03217,0,0,0,0.04877,0.04212,0.18177,0,0,0,0,0,0,0,0,0,0,0,0.04481,0.10428,0.11913,0,0,0,0,0,0,0,0,0,0.1101,0,0,0,0,0,0,0,0.00508,0,0,0.05727,0,0.006,0,0,0,0,0,0,0,0.30332,0.01608,0,0.06049,0.37431,0.01923,0.01432,0.11363,0,0,0.00497,0,0.01702,0.01985,0,0.01402,0,0,0
